Years,שם יישוב,סמל היישוב,סך הכל,רכב פרטי,משאית סך הכל,משאית עד 4.0 טון עד 2008 משאית עד 3.5 טון החל ב- 2009,משאית מ - 4.1 עד 15.9 טון עד 2008 משאית מ - 3.6 עד 12.0 טון החל ב- 2009,משאית + 16.0 טון עד 2008 משאית + 12.1 טון החל ב- 2009,אוטובוס,מונית,אופנוע,רכב מיוחד,אוטובוס זעיר קיים מ - 1993
2020,מתתיהו,3648,167,149,13,10,3,-,-,-,5,-,-
2020,נגוהות,3724,86,73,12,10,2,-,-,-,1,-,-
2020,"נווה אטי""ב",4303,126,97,24,16,7,1,-,-,5,-,-
2020,נוב,4304,350,282,61,48,13,-,-,-,7,-,-
2020,נאות גולן,4551,285,220,47,38,8,1,-,-,17,1,-
2020,נהרייה,9100,22941,20234,1269,767,300,202,207,81,1051,28,71
2020,נחושה,59,448,403,40,30,10,-,-,-,5,-,-
2020,נטעים,174,430,376,35,22,13,-,-,-,19,-,-
2020,נחשולים,433,311,272,31,27,3,1,-,-,6,1,1
2020,נורדייה,447,941,850,51,37,14,-,1,-,39,-,-
2020,נחלים,449,587,528,38,23,13,2,-,-,21,-,-
2020,נחף,522,4748,4084,562,449,82,31,4,6,61,11,20
2020,ניין,523,790,584,152,76,17,59,9,5,7,-,33
2020,נחשונים,705,254,173,69,44,16,9,-,-,11,1,-
2020,נחשון,777,234,223,9,7,2,-,-,-,2,-,-
2020,נחם,809,257,218,33,18,13,2,-,2,3,-,1
2020,נורית,833,69,61,6,4,2,-,-,-,2,-,-
2020,נחל עוז,844,179,165,10,9,1,-,-,-,4,-,-
2020,נטועה,1147,173,141,24,11,12,1,-,1,5,-,2
2020,נטף,1254,265,238,22,18,4,-,-,-,5,-,-
2020,נטע,1369,164,155,7,5,2,-,-,-,2,-,-
2020,נחלה,2045,330,283,34,15,13,6,3,2,4,-,4
2020,"ניל""י",3655,771,676,44,37,7,-,-,4,46,-,1
2020,נוקדים,3726,729,642,54,46,8,-,-,-,30,-,3
2020,נחליאל,3767,166,155,9,8,1,-,-,-,2,-,-
2020,נטור,4014,188,146,35,27,7,1,-,-,7,-,-
2020,נחושה,59,448,403,40,30,10,-,-,-,5,-,-
2020,נטעים,174,430,376,35,22,13,-,-,-,19,-,-
2020,נחשולים,433,311,272,31,27,3,1,-,-,6,1,1
2020,נורדייה,447,941,850,51,37,14,-,1,-,39,-,-
2020,נחלים,449,587,528,38,23,13,2,-,-,21,-,-
2020,נחף,522,4748,4084,562,449,82,31,4,6,61,11,20
2020,ניין,523,790,584,152,76,17,59,9,5,7,-,33
2020,נחשונים,705,254,173,69,44,16,9,-,-,11,1,-
2020,נחשון,777,234,223,9,7,2,-,-,-,2,-,-
2020,נחם,809,257,218,33,18,13,2,-,2,3,-,1
2020,נורית,833,69,61,6,4,2,-,-,-,2,-,-
2020,נחל עוז,844,179,165,10,9,1,-,-,-,4,-,-
2020,נטועה,1147,173,141,24,11,12,1,-,1,5,-,2
2020,נטף,1254,265,238,22,18,4,-,-,-,5,-,-
2020,נטע,1369,164,155,7,5,2,-,-,-,2,-,-
2020,נחלה,2045,330,283,34,15,13,6,3,2,4,-,4
2020,"ניל""י",3655,771,676,44,37,7,-,-,4,46,-,1
2020,נוקדים,3726,729,642,54,46,8,-,-,-,30,-,3
2020,נחליאל,3767,166,155,9,8,1,-,-,-,2,-,-
2020,נטור,4014,188,146,35,27,7,1,-,-,7,-,-
2020,"ניר ח""ן",11,302,222,75,34,37,4,-,-,5,-,-
2020,ניר עוז,69,143,115,17,15,1,1,-,-,11,-,-
2020,ניר יפה,165,268,231,23,20,2,1,-,-,11,-,3
2020,ניר דוד (תל עמל),256,315,276,31,29,2,-,-,-,8,-,-
2020,ניר צבי,331,62153,59318,2784,2651,94,39,-,-,48,3,-
2020,ניר עם,348,188,170,14,12,2,-,-,-,4,-,-
2020,ניצן,351,820,749,52,34,17,1,-,1,16,1,1
2020,ניצנים,359,211,194,14,10,4,-,-,-,3,-,-
2020,ניר יצחק,402,160,147,8,7,1,-,-,1,4,-,-
2020,ניר בנים,553,367,313,34,23,11,-,-,-,20,-,-
2020,ניר ישראל,699,411,361,38,23,13,2,-,-,12,-,-
2020,ניר גלים,720,430,341,80,20,10,50,-,-,9,-,-
2020,ניר עציון,769,215,189,23,17,5,1,-,-,2,1,-
2020,ניר אליהו,808,207,178,18,16,2,-,-,-,11,-,-
2020,ניצני עוז,851,608,462,109,49,56,4,-,3,34,-,-
2020,ניצנה (קהילת חינוך),1195,29,26,2,1,1,-,-,-,1,-,-
2020,ניצני סיני,1280,161,115,34,24,5,5,-,-,12,-,-
2020,ניצן ב',1419,377,316,46,22,12,12,1,3,10,-,1
2020,ניר משה,2047,252,225,20,16,4,-,1,-,5,-,1
2020,ניר עקיבא,2048,324,279,38,18,17,3,-,-,7,-,-
2020,נען,158,655,588,42,25,11,6,-,1,24,-,-
2020,נעורים,186,54,50,2,2,-,-,-,-,2,-,-
2020,נתיבות,246,10964,9620,984,580,260,144,42,101,141,17,59
2020,נצר סרני,435,427,346,62,33,25,4,-,1,18,-,-
2020,נירים,602,179,168,7,6,1,-,-,-,4,-,-
2020,"נתיב הל""ה",693,231,210,16,11,5,-,-,2,3,-,-
2020,נתיב השיירה,792,303,247,36,25,10,1,-,-,20,-,-
2020,נס הרים,825,584,485,69,45,15,9,-,5,20,3,2
2020,נס עמים,1143,147,134,8,7,1,-,-,1,4,-,-
2020,נירית,1236,678,598,47,37,10,-,-,1,32,-,-
2020,נתיב העשרה,1242,530,401,92,65,22,5,-,-,37,-,-
2020,נצר חזני,1372,198,178,16,8,4,4,1,-,3,-,-
2020,נשר,2500,9836,8853,600,321,176,103,3,83,283,2,12
2020,נתיב הגדוד,3555,142,94,40,29,11,-,-,-,7,-,1
2020,נערן,3620,18,15,3,3,-,-,-,-,-,-,-
2020,"נעמ""ה",3713,104,79,23,17,5,1,-,-,2,-,-
2020,נעלה,3787,899,796,44,37,7,-,-,6,49,-,4
2020,נס ציונה,7200,20361,18438,1044,713,256,75,8,100,749,17,5
2020,נצרת,7300,34710,28392,4419,3043,914,462,684,124,927,49,115
2020,נתניה,7400,80813,70973,4733,3089,1212,432,123,773,4004,55,152
2020,עברון,376,301,259,35,29,5,1,-,-,7,-,-
2020,סעד,419,247,220,12,9,3,-,-,-,14,1,-
2020,סער,454,329,284,25,18,5,2,-,-,20,-,-
2020,סאג'ור,525,1707,1498,133,94,28,11,-,44,20,-,12
2020,סולם,526,1218,1021,168,118,33,17,3,-,22,3,1
2020,סאסא,578,158,133,22,19,2,1,-,-,3,-,-
2020,סביון*,587,3048,2769,132,107,21,4,-,-,146,1,-
2020,סתרייה,610,644,534,71,44,26,1,-,1,33,4,1
2020,עבדון,892,391,311,58,41,9,8,1,1,20,-,-
2020,סואעד (חמרייה)*,942,63,50,12,12,-,-,-,-,1,-,-
2020,סמר,1156,46,39,7,7,-,-,-,-,-,-,-
2020,ספיר,1176,212,159,34,32,2,-,10,-,9,-,-
2020,סופה,1238,121,110,5,5,-,-,-,-,6,-,-
2020,סלמה,1245,1355,1180,155,106,7,42,6,-,5,2,7
2020,סעוה,1360,271,215,50,43,4,3,-,-,3,-,3
2020,סגולה,2046,312,257,37,20,17,-,1,-,17,-,-
2020,סלעית,3567,580,499,47,40,7,-,-,-,34,-,-
2020,סוסיה,3756,420,356,48,36,9,3,-,-,16,-,-
2020,סנסנה,3777,157,145,8,8,-,-,-,-,4,-,-
2020,סח'נין,7500,14258,12227,1757,1323,310,124,26,26,113,5,104
2020,עוצם,32,273,233,32,17,13,2,-,2,5,-,1
2020,עיינות,156,57,30,8,6,-,2,8,-,11,-,-
2020,עזוז,328,48,30,12,9,3,-,-,-,4,-,2
2020,עילוט,511,3218,2332,858,512,232,114,1,1,18,1,7
2020,עוזייר,528,1016,858,141,114,16,11,5,-,1,1,10
2020,עיילבון,530,2649,2292,269,184,57,28,30,10,31,5,12
2020,עומר,666,5561,4770,532,276,94,162,65,4,120,25,45
2020,עזריה,711,580,461,103,47,48,8,-,2,10,-,4
2020,עולש,737,605,490,75,51,23,1,-,-,39,1,-
2020,עגור,794,266,160,34,14,6,14,-,62,9,-,1
2020,עופר,810,286,225,48,42,6,-,-,-,9,1,3
2020,עזריקם,817,661,521,116,48,37,31,2,1,16,3,2
2020,עוזה,826,235,188,43,16,8,19,-,1,2,-,1
2020,עזריאל,837,434,377,32,25,6,1,-,4,18,-,3
2020,עזר,1149,373,343,20,11,9,-,-,1,9,-,-
2020,עידן,1175,247,148,81,64,17,-,1,-,17,-,-
2020,עדי,1199,1020,954,39,30,9,-,-,2,25,-,-
2020,עדנים,2035,286,222,47,27,16,4,-,1,16,-,-
2020,עטרת,3658,171,157,12,10,2,-,-,-,2,-,-
2020,ע'ג'ר,4501,760,637,92,52,31,9,7,2,8,1,13
2020,עין הוד,74,320,291,26,19,7,-,-,-,3,-,-
2020,עין חרוד (מאוחד),82,335,287,35,22,11,2,-,-,13,-,-
2020,עין חרוד (איחוד),89,216,165,35,18,15,2,-,-,16,-,-
2020,עין ורד,157,884,720,120,85,30,5,-,1,43,-,-
2020,עין החורש,167,372,322,25,17,8,-,-,-,25,-,-
2020,עין השופט,270,257,221,25,15,10,-,-,-,10,1,-
2020,עין גב,273,190,167,16,15,1,-,-,-,7,-,-
2020,עין המפרץ,289,348,276,64,22,5,37,-,-,8,-,-
2020,עין העמק,367,435,361,55,20,6,29,-,1,18,-,-
2020,"עין הנצי""ב",383,181,153,21,11,8,2,-,-,7,-,-
2020,עין דור,436,362,329,19,17,2,-,-,-,14,-,-
2020,עין אל-אסד,546,418,355,53,49,3,1,-,-,6,1,3
2020,עין השלושה,676,125,118,7,5,2,-,-,-,-,-,-
2020,עין איילה,687,543,465,61,36,17,8,-,-,16,1,-
2020,עין יהב,806,442,257,131,101,29,1,-,-,54,-,-
2020,עין יעקב,813,539,464,56,39,10,7,-,1,18,-,-
2020,עין הבשור,1240,697,484,143,88,43,12,-,-,68,-,2
2020,עין חוד,1320,132,92,33,26,4,3,-,-,4,2,1
2020,עין גדי,2042,204,150,14,8,6,-,-,1,39,-,-
2020,עין זיוון,4503,219,165,42,37,5,-,-,1,11,-,-
2020,עין שמר,139,245,226,16,13,3,-,2,-,1,-,-
2020,עין עירון,223,332,260,52,37,14,1,-,-,20,-,-
2020,עין כרמל,426,293,252,21,15,5,1,12,-,5,3,-
2020,עין ראפה,514,473,373,76,44,20,12,-,-,21,1,2
2020,עין נקובא,521,1246,975,195,127,40,28,-,2,54,9,11
2020,עין מאהל,532,4786,4148,555,455,59,41,21,11,31,7,13
2020,עין צורים,622,222,205,13,5,7,1,-,-,3,-,1
2020,עלמה,688,360,302,48,34,4,10,-,2,5,-,3
2020,עינת,871,499,352,132,29,98,5,-,-,14,1,-
2020,עין שריד,880,794,675,76,52,19,5,-,1,42,-,-
2020,"עין כרם-בי""ס חקלאי",1056,8,8,-,-,-,-,-,-,-,-,-
2020,עלומים,1146,130,97,22,18,4,-,-,-,11,-,-
2020,עמוקה,1212,114,95,14,10,4,-,-,-,5,-,-
2020,עין תמר,1251,113,91,17,15,2,-,-,-,5,-,-
2020,עלמון,3715,692,612,35,23,10,2,1,4,39,1,-
2020,עלי זהב,3727,1172,1093,45,32,13,-,1,-,31,1,1
2020,עלי,3765,1022,946,51,45,6,-,-,-,25,-,-
2020,עמיחי,3824,51,43,5,5,-,-,-,-,3,-,-
2020,עין קנייא,4502,1164,897,235,191,28,16,7,2,11,-,12
2020,עכו,7600,18251,16206,1245,760,302,183,8,101,645,11,35
2020,עמיעוז,318,201,145,45,25,11,9,-,-,11,-,-
2020,עמיר,319,246,219,13,12,1,-,-,-,11,-,3
2020,עמיעד,385,196,177,15,7,8,-,-,-,4,-,-
2020,עראבה,531,10553,8708,1647,1197,279,171,25,13,89,16,55
2020,עספיא,534,5541,4764,595,459,106,30,20,16,75,7,64
2020,ערוגות,593,581,437,120,64,24,32,-,2,21,1,-
2020,ערערה,637,8713,7183,1242,959,171,112,30,16,208,9,25
2020,עמקה,708,444,355,40,30,8,2,23,-,26,-,-
2020,עמיקם,773,422,320,75,58,14,3,3,-,23,-,1
2020,עמינדב,779,412,361,39,16,7,16,-,1,11,-,-
2020,עצמון שגב,917,535,502,18,15,3,-,-,-,15,-,-
2020,ערערה-בנגב,1192,3080,2435,610,457,88,65,2,4,5,-,24
2020,עראמשה*,1246,552,471,66,62,3,1,-,10,5,-,-
2020,ערב אל נעים,1335,170,133,33,30,1,2,-,-,-,-,4
2020,ערד,2560,10438,8106,1840,1426,148,266,112,56,191,4,129
2020,עפרה,3617,904,811,62,45,16,1,12,-,18,-,1
2020,עמנואל,3660,724,613,71,52,13,6,-,1,35,-,4
2020,ענב,3712,286,263,19,17,2,-,-,-,4,-,-
2020,עץ אפרים,3778,861,768,50,42,8,-,3,-,39,1,-
2020,עפולה,7700,20233,18229,1229,764,293,172,125,79,513,20,38
2020,עתלית,53,3752,3462,199,137,55,7,1,7,83,-,-
2020,פסוטה,535,1600,1383,193,145,35,13,-,15,7,2,-
2020,פוריידיס,537,4784,3927,614,446,80,88,10,3,192,1,37
2020,עשרת,591,688,564,90,36,30,24,5,-,29,-,-
2020,פלמחים,597,410,342,49,14,10,25,-,-,17,2,-
2020,פטיש,749,440,360,70,30,10,30,-,-,9,-,1
2020,פדויים,750,216,192,18,14,4,-,-,-,4,-,2
2020,פורת,767,665,522,118,84,17,17,-,-,23,-,2
2020,פדיה,838,439,358,66,38,21,7,-,3,12,-,-
2020,פורייה - כפר עבודה,1104,205,171,19,6,10,3,-,1,12,-,2
2020,פורייה - נווה עובד,1105,629,537,65,44,15,6,-,2,24,-,1
2020,פארן,1151,334,219,88,80,8,-,-,-,27,-,-
2020,פלך,1185,53,51,2,-,2,-,-,-,-,-,-
2020,פורייה עילית,1313,643,570,41,27,13,1,-,1,26,1,4
2020,"פעמי תש""ז",2059,224,189,28,17,5,6,2,2,2,-,1
2020,פצאל,3615,225,152,70,48,21,1,-,-,3,-,-
2020,פסגות,3659,874,633,162,109,48,5,61,-,13,2,3
2020,פני חבר,3723,111,98,10,9,1,-,-,-,3,-,-
2020,עתניאל,3748,248,210,36,31,4,1,-,-,2,-,-
2020,פדואל,3768,608,574,23,20,3,-,-,1,10,-,-
2020,קדימה-צורן,195,10457,8991,735,497,193,45,47,58,522,22,82
2020,צור משה,276,1231,1069,84,58,23,3,-,4,73,-,1
2020,קבוצת יבנה,334,232,176,34,16,5,13,5,-,14,-,3
2020,צרעה,567,315,290,11,8,3,-,-,1,13,-,-
2020,צפרייה,594,459,369,29,17,6,6,-,-,61,-,-
2020,צרופה,612,592,428,91,48,30,13,42,-,16,-,15
2020,ציפורי,613,508,421,76,52,18,6,-,-,11,-,-
2020,קדרון,615,822,696,102,63,36,3,1,-,19,1,3
2020,צנדלה,636,781,655,106,78,18,10,-,-,20,-,-
2020,צוריאל,774,220,173,37,23,9,5,-,-,10,-,-
2020,צלפון,796,457,383,52,30,18,4,1,6,13,-,2
2020,צפרירים,1079,236,196,31,19,9,3,-,3,6,-,-
2020,צור נתן,1148,161,131,25,20,5,-,-,-,5,-,-
2020,קדרים,1211,101,95,6,6,-,-,-,-,-,-,-
2020,צורית,1221,460,416,26,20,6,-,-,-,18,-,-
2020,צור יצחק,1345,2436,2232,88,66,21,1,1,9,105,1,-
2020,קדומים,3557,1431,1309,84,65,17,2,1,2,35,-,-
2020,קדר,3781,705,623,38,26,12,-,-,2,41,-,1
2020,קדמת צבי,4025,290,250,31,26,5,-,-,-,9,-,-
2020,צפת,8000,9346,8047,655,505,115,35,73,132,364,5,70
2020,קדימה-צורן,195,10457,8991,735,497,193,45,47,58,522,22,82
2020,צור משה,276,1231,1069,84,58,23,3,-,4,73,-,1
2020,קבוצת יבנה,334,232,176,34,16,5,13,5,-,14,-,3
2020,צרעה,567,315,290,11,8,3,-,-,1,13,-,-
2020,צפרייה,594,459,369,29,17,6,6,-,-,61,-,-
2020,צרופה,612,592,428,91,48,30,13,42,-,16,-,15
2020,ציפורי,613,508,421,76,52,18,6,-,-,11,-,-
2020,קדרון,615,822,696,102,63,36,3,1,-,19,1,3
2020,צנדלה,636,781,655,106,78,18,10,-,-,20,-,-
2020,צוריאל,774,220,173,37,23,9,5,-,-,10,-,-
2020,צלפון,796,457,383,52,30,18,4,1,6,13,-,2
2020,צפרירים,1079,236,196,31,19,9,3,-,3,6,-,-
2020,צור נתן,1148,161,131,25,20,5,-,-,-,5,-,-
2020,קדרים,1211,101,95,6,6,-,-,-,-,-,-,-
2020,צורית,1221,460,416,26,20,6,-,-,-,18,-,-
2020,צור יצחק,1345,2436,2232,88,66,21,1,1,9,105,1,-
2020,קדומים,3557,1431,1309,84,65,17,2,1,2,35,-,-
2020,קדר,3781,705,623,38,26,12,-,-,2,41,-,1
2020,קדמת צבי,4025,290,250,31,26,5,-,-,-,9,-,-
2020,צפת,8000,9346,8047,655,505,115,35,73,132,364,5,70
2020,קלחים,414,238,199,28,16,10,2,1,-,10,-,-
2020,קלנסווה,638,9433,7701,1402,978,215,209,25,9,198,10,88
2020,קוממיות,766,46,35,11,11,-,-,-,-,-,-,-
2020,קטורה,1052,54,40,9,7,2,-,-,-,5,-,-
2020,קריית יערים,1137,1057,963,50,46,4,-,1,-,40,-,3
2020,קיסריה,1167,4613,3866,574,201,233,140,-,3,120,47,3
2020,קורנית,1179,406,380,17,14,2,1,-,-,9,-,-
2020,קציר,1243,1361,1214,98,72,19,7,-,-,49,-,-
2020,קצר א-סר,1347,356,263,86,64,4,18,1,-,-,-,6
2020,קריית יערים (מוסד),2039,18,16,2,-,2,-,-,-,-,-,-
2020,קריית טבעון,2300,8566,7859,482,357,96,29,4,18,183,2,18
2020,קריית אונו,2620,17134,15290,645,467,146,32,9,95,1060,16,19
2020,קריית גת,2630,17568,15553,1267,753,357,157,132,149,312,8,147
2020,קליה,3601,214,166,25,20,5,-,-,-,23,-,-
2020,קריית ארבע,3611,1749,1544,149,122,24,3,1,4,46,-,5
2020,קלע,4024,145,115,17,13,4,-,-,-,13,-,-
2020,קצרין,4100,3313,2897,249,190,52,7,31,8,104,3,21
2020,קריית אתא,6800,23070,20469,1630,819,516,295,73,104,638,31,125
2020,קריית ביאליק,9500,16594,15112,952,478,353,121,3,77,406,21,23
2020,קריית ים,9600,12587,11578,561,347,153,61,2,91,317,14,24
2020,ראש פינה,26,1930,1659,192,116,53,23,-,1,71,2,5
2020,קריית ענבים,78,141,130,6,3,3,-,-,-,5,-,-
2020,רביבים,354,206,157,29,18,3,8,8,-,12,-,-
2020,קריית שלמה,412,143,131,12,3,8,1,-,-,-,-,-
2020,קריית עקרון,469,4873,4153,447,266,89,92,2,42,182,30,17
2020,ראמה,543,3988,3429,492,357,62,73,2,3,36,4,22
2020,רבדים,564,348,301,27,17,8,2,-,-,19,1,-
2020,ראס עלי,990,240,178,61,45,7,9,-,-,-,-,1
2020,קריית מלאכי,1034,8451,7227,940,354,268,318,40,31,117,15,81
2020,רביד,1225,30,27,3,2,1,-,-,-,-,-,-
2020,ראס אל-עין,1334,145,120,24,11,4,9,-,-,1,-,-
2020,ראש העין,2640,33964,28606,2929,1119,1547,263,571,144,1476,12,226
2020,קריית שמונה,2800,9430,8222,781,450,169,162,78,36,250,6,57
2020,ראש צורים,3602,263,251,11,10,1,-,-,-,1,-,-
2020,קרני שומרון,3640,3477,3146,215,152,54,9,3,7,101,3,2
2020,קריית נטפים,3746,254,221,15,14,1,-,-,-,17,-,1
2020,רבבה,3795,675,637,25,23,2,-,-,-,12,-,1
2020,קשת,4006,253,220,26,22,3,1,-,-,7,-,-
2020,קריית מוצקין,8200,17672,16452,620,418,172,30,5,154,335,71,35
2020,ראשון לציון,8300,132910,116771,8322,4816,2615,891,319,1267,5240,688,303
2020,רוחמה,362,226,212,11,9,1,1,-,-,3,-,-
2020,רגבה,390,502,450,32,26,5,1,-,1,19,-,-
2020,רגבים,444,210,189,17,13,4,-,-,-,3,-,1
2020,רומאנה,539,387,318,51,41,9,1,1,1,-,-,16
2020,ריחאנייה,540,641,556,53,42,8,3,-,-,29,-,3
2020,ריינה,542,6561,5352,1023,744,191,88,22,7,84,49,24
2020,רינתיה,616,617,427,145,42,27,76,-,1,37,7,-
2020,רחוב,854,249,184,50,20,8,22,6,-,8,-,1
2020,רכסים,922,1991,1786,138,103,27,8,2,3,44,-,18
2020,רומת הייב,997,695,617,73,47,3,23,2,1,2,-,-
2020,רם-און,1069,482,397,57,42,12,3,-,-,28,-,-
2020,רהט,1161,18514,14012,3839,2399,591,849,47,21,90,21,484
2020,רוויה,2016,200,144,49,20,10,19,-,-,7,-,-
2020,רווחה,2051,292,222,52,20,17,15,2,-,5,-,11
2020,רימונים,3565,292,247,27,13,10,4,-,2,16,-,-
2020,ריחן,3568,158,143,11,9,2,-,-,-,4,-,-
2020,רועי,3619,101,75,20,12,7,1,-,1,4,-,1
2020,רותם,3782,63,52,10,10,-,-,-,-,1,-,-
2020,רחלים,3822,213,204,9,9,-,-,-,-,-,-,-
2020,רחובות,8400,54440,48868,2828,1781,626,421,105,586,1883,40,130
2020,רמת ישי,122,3910,3539,247,158,39,50,-,3,117,3,1
2020,רמת רחל,127,130,100,6,4,2,-,-,-,24,-,-
2020,רמת דוד,135,194,174,15,10,5,-,-,-,5,-,-
2020,רמת יוחנן,178,289,233,36,23,7,6,-,-,20,-,-
2020,רמת הכובש,184,346,306,21,13,5,3,-,-,19,-,-
2020,רמות השבים,206,928,801,74,54,13,7,-,-,52,-,1
2020,רמת השופט,335,399,360,27,20,7,-,-,-,11,1,-
2020,רמת צבי,339,359,275,59,43,14,2,-,-,25,-,-
2020,רמות נפתלי,372,304,243,41,30,10,1,-,-,18,1,1
2020,רמות מנשה,445,481,439,22,17,4,1,-,-,20,-,-
2020,רמת רזיאל,460,299,281,12,11,1,-,-,-,6,-,-
2020,רעים,713,171,136,23,11,12,-,-,-,12,-,-
2020,רמות מאיר,735,351,313,23,16,6,1,-,-,15,-,-
2020,רנן,789,284,244,26,15,4,7,-,-,12,-,2
2020,רמת השרון,2650,23530,21104,974,711,215,48,4,87,1338,16,7
2020,רמת מגשימים,4701,306,258,42,31,9,2,-,-,6,-,-
2020,רמות,4702,386,277,86,69,15,2,-,-,22,1,-
2020,רמלה,8500,30617,24188,4188,1371,1336,1481,885,332,688,60,276
2020,רמת גן,8600,97718,85924,3483,2653,632,198,52,513,7592,80,74
2020,רעננה,8700,35615,32802,1286,985,252,49,39,97,1363,15,13
2020,שדה משה,18,327,245,54,31,13,10,-,2,15,1,10
2020,שדה דוד,36,319,215,71,29,28,14,12,2,8,-,11
2020,שדה יעקב,142,369,329,28,23,3,2,-,-,12,-,-
2020,רשפון,247,746,611,89,53,34,2,-,1,44,-,1
2020,שבי ציון,282,588,504,51,43,8,-,-,-,31,-,2
2020,שדה ורבורג,284,761,616,59,46,13,-,54,1,23,-,8
2020,שדה יואב,293,231,212,9,6,2,1,-,-,10,-,-
2020,שדה אליהו,304,164,138,23,16,7,-,-,-,3,-,-
2020,שאר ישוב,324,281,244,26,22,4,-,-,-,11,-,-
2020,רשפים,437,369,333,21,15,6,-,-,-,15,-,-
2020,שדה אילן,721,325,252,65,16,24,25,-,-,8,-,-
2020,שדה אליעזר,861,473,387,70,49,18,3,-,-,14,-,2
2020,שדה בוקר,885,180,142,30,26,2,2,-,-,8,-,-
2020,שבלי - אום אל-גנם,913,2971,2060,786,225,295,266,7,2,80,5,31
2020,רקפת,1228,444,411,19,19,-,-,-,-,14,-,-
2020,רתמים,1260,152,139,11,10,1,-,-,-,2,-,-
2020,שגב-שלום,1286,2166,1749,376,312,43,21,2,2,20,1,16
2020,שבי דרום,1377,60,57,3,2,1,-,-,-,-,-,-
2020,שדה יצחק,2008,337,254,52,35,16,1,2,1,20,-,8
2020,שבי שומרון,3571,309,274,27,18,9,-,-,-,7,-,1
2020,שדות מיכה,27,179,141,20,12,5,3,3,2,4,-,9
2020,שדה נחום,259,401,343,29,14,15,-,-,-,28,1,-
2020,שדמות דבורה,306,310,256,40,35,5,-,-,-,14,-,-
2020,שדות ים,327,381,324,31,27,4,-,-,-,25,1,-
2020,שדה נחמיה,329,513,452,39,31,6,2,-,1,21,-,-
2020,שובל,394,309,279,18,16,2,-,-,-,12,-,-
2020,שדמה,555,292,242,25,20,5,-,-,-,25,-,-
2020,שומרה,614,212,178,21,13,5,3,-,-,13,-,-
2020,שדה עוזיהו,739,885,588,260,78,72,110,-,5,22,2,8
2020,שואבה,741,312,284,18,13,5,-,-,3,7,-,-
2020,שובה,761,339,279,56,30,9,17,-,-,2,-,2
2020,שדרות,1031,10406,8914,851,524,194,133,166,123,197,14,141
2020,שדה ניצן,1058,230,178,35,21,8,6,-,-,17,-,-
2020,שדי אברהם,1223,189,146,28,18,10,-,-,5,10,-,-
2020,שומרייה,1265,157,140,9,9,-,-,-,-,6,-,2
2020,שוהם,1304,9579,8820,374,239,100,35,1,23,337,16,8
2020,שדי חמד,2015,544,437,71,33,33,5,-,2,25,9,-
2020,שדה צבי,2049,285,248,27,12,12,3,-,-,10,-,-
2020,שדי תרומות,2057,288,253,33,24,6,3,-,-,2,-,-
2020,שדמות מחולה,3578,208,195,11,10,1,-,-,-,2,-,-
2020,שחר,7,367,287,65,23,38,4,-,-,15,-,-
2020,שושנת העמקים,224,256,197,28,19,7,2,-,2,29,-,-
2020,שמיר,366,334,282,21,21,-,-,-,-,31,-,-
2020,שוקדה,415,182,154,21,15,3,3,1,-,6,-,-
2020,שמרת,432,250,208,35,18,17,-,-,-,7,-,-
2020,שלוחות,439,141,118,20,15,5,-,-,-,3,-,-
2020,שורש,456,648,585,39,14,5,20,-,-,23,-,1
2020,שזור,527,330,177,98,12,-,86,27,4,4,-,20
2020,שייח' דנון,658,1218,981,169,120,29,20,1,4,57,-,6
2020,שלומי,812,2968,2603,188,132,43,13,23,6,127,2,19
2020,שיבולים,865,146,121,25,12,5,8,-,-,-,-,-
2020,שלווה,873,244,201,40,17,14,9,-,-,2,-,1
2020,שכניה,1160,368,337,24,19,5,-,-,-,7,-,-
2020,שילת,1165,544,478,45,30,14,1,-,1,19,-,1
2020,שורשים,1235,262,244,10,9,1,-,-,-,8,-,-
2020,שחרות,1266,96,64,27,24,3,-,-,-,5,-,-
2020,שמשית,1337,1087,1007,41,33,8,-,1,-,37,-,1
2020,שלומית,1364,97,89,7,4,3,-,-,-,1,-,-
2020,שילה,3641,1153,965,155,120,33,2,-,2,28,1,2
2020,שמעה,3784,266,243,20,17,2,1,-,-,3,-,-
2020,שריד,126,364,314,26,22,1,3,-,1,23,-,-
2020,שפיים,232,585,526,38,31,4,3,-,-,21,-,-
2020,שער העמקים,237,269,229,32,19,8,5,-,-,8,-,-
2020,שער הגולן,264,176,151,18,13,-,5,-,-,7,-,-
2020,שרונה,292,300,242,43,25,14,4,-,-,13,2,-
2020,שרשרת,398,167,126,34,18,9,7,4,-,-,-,3
2020,שעב,538,2920,2498,373,274,78,21,-,3,26,2,18
2020,שער אפרים,661,901,777,91,63,27,1,-,1,32,-,-
2020,שפיר,692,407,323,73,36,24,13,5,-,6,-,-
2020,שפר,846,225,185,35,13,7,15,-,-,5,-,-
2020,שעלבים,856,404,367,27,24,3,-,-,-,10,-,-
2020,שער מנשה,921,1,1,-,-,-,-,-,-,-,-,-
2020,שריגים (לי-און),1114,548,476,51,35,9,7,-,1,20,-,-
2020,שניר,1132,292,247,30,23,4,3,-,-,15,-,-
2020,שקף,1233,243,190,39,24,15,-,-,1,13,-,-
2020,שני,1287,211,184,17,15,2,-,-,-,10,-,-
2020,שקד,3649,507,436,51,24,21,6,-,3,17,-,-
