,year,city,population
1925,2012,אשתאול,1090
1926,2012,באקה אל-גרביה,25835
1927,2012,באר אורה,300
1928,2012,באר טוביה,897
1929,2012,באר יעקב,14428
1930,2012,באר מילכה,80
1931,2012,באר שבע,196556
1932,2012,בארות יצחק,391
1933,2012,בארותיים,1004
1934,2012,בארי,932
1935,2012,בוסתן הגליל,803
1936,2012,בועיינה-נוג'ידאת,8313
1937,2012,בוקעאתא,5989
1938,2012,בורגתה,1049
1939,2012,בחן,605
1940,2012,בטחה,648
1941,2012,"בי""ס אזורי מקיף (אשר)",-
1942,2012,ביצרון,1156
1943,2012,ביר אל-מכסור,7933
1944,2012,ביר הדאג',3850
1945,2012,בירייה,763
1946,2012,בית אורן,408
1947,2012,בית אל,5763
1948,2012,בית אלעזרי,1328
1949,2012,בית אלפא,1653
1950,2012,בית אריה,4077
1951,2012,בית ברל,114
1952,2012,בית גוברין,333
1953,2012,בית גמליאל,898
1954,2012,בית ג'ן,10836
1955,2012,בית דגן,6947
1956,2012,בית הגדי,696
1957,2012,בית הלוי,739
1958,2012,בית הלל,724
1959,2012,בית העמק,508
1960,2012,בית הערבה,122
1961,2012,בית השיטה,1083
1962,2012,בית זיד,243
1963,2012,בית זית,1555
1964,2012,בית זרע,603
1965,2012,בית חולים פוריה,-
1966,2012,בית חורון,1119
1967,2012,בית חירות,868
1968,2012,בית חלקיה,620
1969,2012,בית חנן,527
1970,2012,בית חנניה,811
1971,2012,בית חשמונאי,2006
1972,2012,בית יהושע,981
1973,2012,בית יוסף,431
1974,2012,בית ינאי,407
1975,2012,בית יצחק-שער חפר,1958
1976,2012,בית לחם הגלילית,784
1977,2012,בית מאיר,789
1978,2012,בית נחמיה,859
1979,2012,בית ניר,434
1980,2012,בית נקופה,577
1981,2012,בית עובד,275
1982,2012,בית עוזיאל,552
1983,2012,בית עזרא,1035
1984,2012,בית עריף,1058
1985,2012,בית צבי,233
1986,2012,בית קמה,1302
1987,2012,בית קשת,438
1988,2012,בית רבן,657
1989,2012,בית רימון,433
1990,2012,בית שאן,16796
1991,2012,בית שמש,84805
1992,2012,בית שערים,715
1993,2012,בית שקמה,763
1994,2012,ביתן אהרן,405
1995,2012,ביתר עילית,39740
1996,2012,בלפוריה,403
1997,2012,בן זכאי,984
1998,2012,בן עמי,737
1999,2012,בן שמן (כפר נוער),534
2000,2012,בן שמן (מושב),790
2001,2011,אבו גוש,6108
2002,2011,אבו סנאן,12620
2003,2011,אבו קורינאת (יישוב),1189
2004,2011,אבטין,2473
2005,2011,אבטליון,325
2006,2011,אביאל,683
2007,2011,אביבים,463
2008,2011,אביגדור,709
2009,2011,אביחיל,1319
2010,2011,אביטל,456
2011,2011,אביעזר,624
2012,2011,אבירים,182
2013,2011,אבן יהודה,11116
2014,2011,אבן מנחם,259
2015,2011,אבן ספיר,657
2016,2011,אבן שמואל,846
2017,2011,אבני איתן,491
2018,2011,אבני חפץ,1551
2019,2011,אבנת,101
2020,2011,אבשלום,138
2021,2011,אדורה,239
2022,2011,אדירים,242
2023,2011,אדמית,121
2024,2011,אדרת,653
2025,2011,אודים,1274
2026,2011,אודם,84
2027,2011,אוהד,376
2028,2011,אום אל-פחם,47230
2029,2011,אום אל-קוטוף,934
2030,2011,אום בטין,2392
2031,2011,אומן,256
2032,2011,אומץ,665
2033,2011,אופקים,24171
2034,2011,אור הגנוז,442
2035,2011,אור הנר,414
2036,2011,אור יהודה,34765
2037,2011,אור עקיבא,15967
2038,2011,אורה,1227
2039,2011,אורון,-
2040,2011,אורות,440
2041,2011,אורטל,306
2042,2011,אורים,456
2043,2011,אורנים,228
2044,2011,אורנית,6196
2045,2011,אושה,424
2046,2011,אזור,11244
2047,2011,אזור תעסוקה מיתרים*,-
2048,2011,אזור תעסוקה משגב,-
2049,2011,אזור תעשייה אכזיב (מילואות),-
2050,2011,אזור תעשייה נעמן (מילואות),-
2051,2011,אחווה,166
2052,2011,אחוזם,497
2053,2011,אחוזת ברק,1423
2054,2011,אחיהוד,742
2055,2011,אחיטוב,998
2056,2011,אחיסמך,1234
2057,2011,אחיעזר,1558
2058,2011,איבים,194
2059,2011,אייל,430
2060,2011,איילת השחר,1180
2061,2011,אילון,915
2062,2011,אילון תבור*,-
2063,2011,אילות,350
2064,2011,אילנייה,452
2065,2011,אילת,47758
2066,2011,איתמר,1103
2067,2011,איתן,431
2068,2011,איתנים,65
2069,2011,אכסאל,12429
2070,2011,אל סייד,3806
2071,2011,אל -עזי,151
2072,2011,אל -עריאן,175
2073,2011,אל -רום,277
2074,2011,אלומה,516
2075,2011,אלומות,226
2076,2011,אלון הגליל,925
2077,2011,אלון מורה,1448
2078,2011,אלון שבות,3031
2079,2011,אלוני אבא,841
2080,2011,אלוני הבשן,291
2081,2011,אלוני יצחק,243
2082,2011,אלונים,453
2083,2011,אליכין,3059
2084,2011,אלי-עד,255
2085,2011,אליפז,99
2086,2011,אליפלט,498
2087,2011,אליקים,746
2088,2011,אלישיב,591
2089,2011,אלישמע,1086
2090,2011,אלמגור,311
2091,2011,אלמוג,169
2092,2011,אלעד,38206
2093,2011,אלעזר,1902
2094,2011,אלפי מנשה,7069
2095,2011,אלקוש,333
2096,2011,אלקנה,3583
2097,2011,אמונים,909
2098,2011,אמירים,647
2099,2011,אמנון,253
2100,2011,אמציה,493
2101,2011,אניעם,467
2102,2011,אספר,400
2103,2011,אעבלין,11693
2104,2011,אפיק,234
2105,2011,אפיקים,1422
2106,2011,אפק,498
2107,2011,אפרתה,7445
2108,2011,ארבל,560
2109,2011,ארגמן,170
2110,2011,ארז,424
2111,2011,אריאל,17657
2112,2011,ארסוף,136
2113,2011,אשבול,305
2114,2011,אשבל,75
2115,2011,אשדוד,210317
2116,2011,אשדות יעקב (איחוד),681
2117,2011,אשדות יעקב (מאוחד),391
2118,2011,אשחר,559
2119,2011,אשכולות,618
2120,2011,אשל הנשיא,316
2121,2011,אשלים,274
2122,2011,אשקלון,114316
2123,2011,אשרת,610
2124,2011,אשתאול,1013
2125,2011,באקה-ג'ת*,35077
2126,2011,באר אורה,211
2127,2011,באר טוביה,876
2128,2011,באר יעקב,11858
2129,2011,באר מילכה,65
2130,2011,באר שבע,195096
2131,2011,בארות יצחק,387
2132,2011,בארותיים,968
2133,2011,בארי,896
2134,2011,בוסתן הגליל,776
2135,2011,בועיינה-נוג'ידאת,8165
2136,2011,בוקעאתא,5927
2137,2011,בורגתה,1033
2138,2011,בחן,485
2139,2011,בטחה,629
2140,2011,"בי""ס אזורי מקיף (אשר)",-
2141,2011,ביצרון,1126
2142,2011,ביר אל-מכסור,7804
2143,2011,ביר הדאג',4544
2144,2011,בירייה,737
2145,2011,בית אורן,425
2146,2011,בית אל,5624
2147,2011,בית אלעזרי,1234
2148,2011,בית אלפא,709
2149,2011,בית אריה,3905
2150,2011,בית ברל,128
2151,2011,בית גוברין,324
2152,2011,בית גמליאל,897
2153,2011,בית ג'ן,10663
2154,2011,בית דגן,6875
2155,2011,בית הגדי,707
2156,2011,בית הלוי,749
2157,2011,בית הלל,667
2158,2011,בית העמק,493
2159,2011,בית הערבה,119
2160,2011,בית השיטה,1013
2161,2011,בית זיד,225
2162,2011,בית זית,1457
2163,2011,בית זרע,560
2164,2011,בית חולים פוריה,-
2165,2011,בית חורון,1113
2166,2011,בית חירות,880
2167,2011,בית חלקיה,540
2168,2011,בית חנן,532
2169,2011,בית חנניה,804
2170,2011,בית חשמונאי,1733
2171,2011,בית יהושע,953
2172,2011,בית יוסף,434
2173,2011,בית ינאי,384
2174,2011,בית יצחק-שער חפר,1861
2175,2011,בית לחם הגלילית,790
2176,2011,בית מאיר,825
2177,2011,בית נחמיה,853
2178,2011,בית ניר,358
2179,2011,בית נקופה,569
2180,2011,בית עובד,289
2181,2011,בית עוזיאל,555
2182,2011,בית עזרא,1027
2183,2011,בית עריף,1045
2184,2011,בית צבי,236
2185,2011,בית קמה,1343
2186,2011,בית קשת,414
2187,2011,בית רבן,788
2188,2011,בית רימון,406
2189,2011,בית שאן,16954
2190,2011,בית שמש,80680
2191,2011,בית שערים,698
2192,2011,בית שקמה,721
2193,2011,ביתן אהרן,357
2194,2011,ביתר עילית,37533
2195,2011,בלפוריה,360
2196,2011,בן זכאי,957
2197,2011,בן עמי,757
2198,2011,בן שמן (כפר נוער),554
2199,2011,בן שמן (מושב),744
2200,2011,בני ברק,159291
2201,2010,אבו גוש,5957
2202,2010,אבו סנאן,12430
2203,2010,אבו קורינאת (יישוב),1113
2204,2010,אבטין,2439
2205,2010,אבטליון,298
2206,2010,אביאל,676
2207,2010,אביבים,468
2208,2010,אביגדור,696
2209,2010,אביחיל,1272
2210,2010,אביטל,471
2211,2010,אביעזר,557
2212,2010,אבירים,194
2213,2010,אבן יהודה,10411
2214,2010,אבן מנחם,262
2215,2010,אבן ספיר,657
2216,2010,אבן שמואל,777
2217,2010,אבני איתן,443
2218,2010,אבני חפץ,1408
2219,2010,אבנת,100
2220,2010,אבשלום,138
2221,2010,אדורה,257
2222,2010,אדירים,239
2223,2010,אדמית,166
2224,2010,אדרת,630
2225,2010,אודים,1196
2226,2010,אודם,85
2227,2010,אוהד,375
2228,2010,אום אל-פחם,46040
2229,2010,אום אל-קוטוף,924
2230,2010,אום בטין,2238
2231,2010,אומן,247
2232,2010,אומץ,629
2233,2010,אופקים,24041
2234,2010,אור הגנוז,434
2235,2010,אור הנר,419
2236,2010,אור יהודה,34256
2237,2010,אור עקיבא,16117
2238,2010,אורה,1172
2239,2010,אורון,-
2240,2010,אורות,424
2241,2010,אורטל,296
2242,2010,אורים,494
2243,2010,אורנים,244
2244,2010,אורנית,5912
2245,2010,אושה,417
2246,2010,אזור,10848
2247,2010,אזור תעסוקה מיתרים*,-
2248,2010,אזור תעסוקה משגב,-
2249,2010,אזור תעשייה אכזיב (מילואות),-
2250,2010,אזור תעשייה נעמן (מילואות),-
2251,2010,אחווה,159
2252,2010,אחוזם,506
2253,2010,אחוזת ברק,1302
2254,2010,אחיהוד,710
2255,2010,אחיטוב,998
2256,2010,אחיסמך,1218
2257,2010,אחיעזר,1573
2258,2010,איבים,161
2259,2010,אייל,423
2260,2010,איילת השחר,1265
2261,2010,אילון,897
2262,2010,אילון תבור*,-
2263,2010,אילות,360
2264,2010,אילנייה,455
2265,2010,אילת,47504
2266,2010,איתמר,1032
2267,2010,איתן,425
2268,2010,איתנים,74
2269,2010,אכסאל,12150
2270,2010,אל סייד,3411
2271,2010,אל -עזי,144
2272,2010,אל -עריאן,175
2273,2010,אל -רום,271
2274,2010,אלומה,536
2275,2010,אלומות,214
2276,2010,אלון הגליל,914
2277,2010,אלון מורה,1431
2278,2010,אלון שבות,2946
2279,2010,אלוני אבא,775
2280,2010,אלוני הבשן,278
2281,2010,אלוני יצחק,274
2282,2010,אלונים,445
2283,2010,אליכין,2977
2284,2010,אלי-עד,250
2285,2010,אליפז,108
2286,2010,אליפלט,498
2287,2010,אליקים,746
2288,2010,אלישיב,577
2289,2010,אלישמע,1063
2290,2010,אלמגור,294
2291,2010,אלמוג,152
2292,2010,אלעד,36219
2293,2010,אלעזר,1833
2294,2010,אלפי מנשה,6708
2295,2010,אלקוש,337
2296,2010,אלקנה,3478
2297,2010,אמונים,874
2298,2010,אמירים,625
2299,2010,אמנון,251
2300,2010,אמציה,456
2301,2010,אניעם,446
2302,2010,אספר,376
2303,2010,אעבלין,11463
2304,2010,אפיק,223
2305,2010,אפיקים,1430
2306,2010,אפק,483
2307,2010,אפרתה,7173
2308,2010,ארבל,517
2309,2010,ארגמן,165
2310,2010,ארז,414
2311,2010,אריאל,17553
2312,2010,ארסוף,126
2313,2010,אשבול,283
2314,2010,אשבל,77
2315,2010,אשדוד,206778
2316,2010,אשדות יעקב (איחוד),680
2317,2010,אשדות יעקב (מאוחד),370
2318,2010,אשחר,513
2319,2010,אשכולות,576
2320,2010,אשל הנשיא,325
2321,2010,אשלים,261
2322,2010,אשקלון,112051
2323,2010,אשרת,644
2324,2010,אשתאול,981
2325,2010,באקה-ג'ת*,34305
2326,2010,באר אורה,143
2327,2010,באר טוביה,880
2328,2010,באר יעקב,10517
2329,2010,באר מילכה,-
2330,2010,באר שבע,194591
2331,2010,בארות יצחק,393
2332,2010,בארותיים,911
2333,2010,בארי,878
2334,2010,בוסתן הגליל,774
2335,2010,בועיינה-נוג'ידאת,8006
2336,2010,בוקעאתא,5824
2337,2010,בורגתה,1012
2338,2010,בחן,393
2339,2010,בטחה,630
2340,2010,"בי""ס אזורי מקיף (אשר)",-
2341,2010,ביצרון,1149
2342,2010,ביר אל-מכסור,7616
2343,2010,ביר הדאג',3918
2344,2010,בירייה,722
2345,2010,בית אורן,447
2346,2010,בית אל,5492
2347,2010,בית אלעזרי,1210
2348,2010,בית אלפא,936
2349,2010,בית אריה,3706
2350,2010,בית ברל,140
2351,2010,בית גוברין,311
2352,2010,בית גמליאל,898
2353,2010,בית ג'ן,10491
2354,2010,בית דגן,6780
2355,2010,בית הגדי,664
2356,2010,בית הלוי,708
2357,2010,בית הלל,664
2358,2010,בית העמק,481
2359,2010,בית הערבה,95
2360,2010,בית השיטה,993
2361,2010,בית זיד,228
2362,2010,בית זית,1390
2363,2010,בית זרע,595
2364,2010,בית חולים פוריה,-
2365,2010,בית חורון,1022
2366,2010,בית חירות,845
2367,2010,בית חלקיה,490
2368,2010,בית חנן,530
2369,2010,בית חנניה,779
2370,2010,בית חשמונאי,1506
2371,2010,בית יהושע,901
2372,2010,בית יוסף,438
2373,2010,בית ינאי,392
2374,2010,בית יצחק-שער חפר,1815
2375,2010,בית לחם הגלילית,784
2376,2010,בית מאיר,779
2377,2010,בית נחמיה,818
2378,2010,בית ניר,310
2379,2010,בית נקופה,564
2380,2010,בית עובד,298
2381,2010,בית עוזיאל,543
2382,2010,בית עזרא,978
2383,2010,בית עריף,981
2384,2010,בית צבי,234
2385,2010,בית קמה,1176
2386,2010,בית קשת,394
2387,2010,בית רבן,787
2388,2010,בית רימון,387
2389,2010,בית שאן,16954
2390,2010,בית שמש,77159
2391,2010,בית שערים,688
2392,2010,בית שקמה,726
2393,2010,ביתן אהרן,387
2394,2010,ביתר עילית,34899
2395,2010,בלפוריה,334
2396,2010,בן זכאי,920
2397,2010,בן עמי,704
2398,2010,בן שמן (כפר נוער),591
2399,2010,בן שמן (מושב),721
2400,2010,בני ברק,153889
2401,2009,אבו גוש,6180
2402,2009,אבו סנאן,11968
2403,2009,אבו קורינאת (יישוב),-
2404,2009,אבטין,2300
2405,2009,אבטליון,337
2406,2009,אביאל,633
2407,2009,אביבים,450
2408,2009,אביגדור,713
2409,2009,אביחיל,1281
2410,2009,אביטל,446
2411,2009,אביעזר,561
2412,2009,אבירים,216
2413,2009,אבן יהודה,10393
2414,2009,אבן מנחם,296
2415,2009,אבן ספיר,679
2416,2009,אבן שמואל,561
2417,2009,אבני איתן,468
2418,2009,אבני חפץ,1357
2419,2009,אבנת,-
2420,2009,אבשלום,260
2421,2009,אדורה,248
2422,2009,אדירים,225
2423,2009,אדמית,113
2424,2009,אדרת,560
2425,2009,אודים,881
2426,2009,אודם,103
2427,2009,אוהד,268
2428,2009,אום אל-פחם,44497
2429,2009,אום אל-קוטוף,845
2430,2009,אום בטין,1076
2431,2009,אומן,-
2432,2009,אומץ,481
2433,2009,אופקים,24815
2434,2009,אור הגנוז,454
2435,2009,אור הנר,476
2436,2009,אור יהודה,32585
2437,2009,אור עקיבא,15868
2438,2009,אורה,965
2439,2009,אורון,-
2440,2009,אורות,476
2441,2009,אורטל,255
2442,2009,אורים,369
2443,2009,אורנים,206
2444,2009,אורנית,6328
2445,2009,אושה,356
2446,2009,אזור,10389
2447,2009,אזור תעסוקה מיתרים*,-
2448,2009,אזור תעסוקה משגב,-
2449,2009,אזור תעשייה אכזיב (מילואות),-
2450,2009,אזור תעשייה נעמן (מילואות),-
2451,2009,אחווה,266
2452,2009,אחוזם,438
2453,2009,אחוזת ברק,1496
2454,2009,אחיהוד,730
2455,2009,אחיטוב,874
2456,2009,אחיסמך,1185
2457,2009,אחיעזר,1468
2458,2009,איבים,-
2459,2009,אייל,448
2460,2009,איילת השחר,1172
2461,2009,אילון,966
2462,2009,אילון תבור*,-
2463,2009,אילות,305
2464,2009,אילנייה,523
2465,2009,אילת,46609
2466,2009,איתמר,785
2467,2009,איתן,400
2468,2009,איתנים,184
2469,2009,אכסאל,12157
2470,2009,אל סייד,-
2471,2009,אל -עזי,97
2472,2009,אל -עריאן,291
2473,2009,אל -רום,263
2474,2009,אלומה,535
2475,2009,אלומות,229
2476,2009,אלון הגליל,979
2477,2009,אלון מורה,1315
2478,2009,אלון שבות,3298
2479,2009,אלוני אבא,682
2480,2009,אלוני הבשן,291
2481,2009,אלוני יצחק,197
2482,2009,אלונים,537
2483,2009,אליכין,2902
2484,2009,אלי-עד,275
2485,2009,אליפז,81
2486,2009,אליפלט,498
2487,2009,אליקים,706
2488,2009,אלישיב,511
2489,2009,אלישמע,1008
2490,2009,אלמגור,233
2491,2009,אלמוג,197
2492,2009,אלעד,33783
2493,2009,אלעזר,1706
2494,2009,אלפי מנשה,6633
2495,2009,אלקוש,334
2496,2009,אלקנה,3098
2497,2009,אמונים,739
2498,2009,אמירים,559
2499,2009,אמנון,332
2500,2009,אמציה,505
2501,2009,אניעם,494
2502,2009,אספר,253
2503,2009,אעבלין,11362
2504,2009,אפיק,212
2505,2009,אפיקים,986
2506,2009,אפק,418
2507,2009,אפרתה,8167
2508,2009,ארבל,408
2509,2009,ארגמן,166
2510,2009,ארז,348
2511,2009,אריאל,16716
2512,2009,ארסוף,154
2513,2009,אשבול,239
2514,2009,אשבל,-
2515,2009,אשדוד,209238
2516,2009,אשדות יעקב (איחוד),570
2517,2009,אשדות יעקב (מאוחד),356
2518,2009,אשחר,-
2519,2009,אשכולות,-
2520,2009,אשל הנשיא,377
2521,2009,אשלים,320
2522,2009,אשקלון,110416
2523,2009,אשרת,559
2524,2009,אשתאול,943
2525,2009,באקה-ג'ת*,33171
2526,2009,באר אורה,-
2527,2009,באר טוביה,803
2528,2009,באר יעקב,9995
2529,2009,באר מילכה,-
2530,2009,באר שבע,187195
2531,2009,בארות יצחק,388
2532,2009,בארותיים,732
2533,2009,בארי,793
2534,2009,בוסתן הגליל,486
2535,2009,בועיינה-נוג'ידאת,8145
2536,2009,בוקעאתא,5790
2537,2009,בורגתה,1007
2538,2009,בחן,272
2539,2009,בטחה,698
2540,2009,"בי""ס אזורי מקיף (אשר)",-
2541,2009,ביצרון,1066
2542,2009,ביר אל-מכסור,7605
2543,2009,ביר הדאג',-
2544,2009,בירייה,789
2545,2009,בית אורן,298
2546,2009,בית אל,5413
2547,2009,בית אלעזרי,1244
2548,2009,בית אלפא,1251
2549,2009,בית אריה,3767
2550,2009,בית ברל,267
2551,2009,בית גוברין,283
2552,2009,בית גמליאל,971
2553,2009,בית ג'ן,10496
2554,2009,בית דגן,6282
2555,2009,בית הגדי,621
2556,2009,בית הלוי,595
2557,2009,בית הלל,640
2558,2009,בית העמק,472
2559,2009,בית הערבה,-
2560,2009,בית השיטה,894
2561,2009,בית זיד,230
2562,2009,בית זית,1228
2563,2009,בית זרע,664
2564,2009,בית חולים פוריה,-
2565,2009,בית חורון,1034
2566,2009,בית חירות,698
2567,2009,בית חלקיה,550
2568,2009,בית חנן,589
2569,2009,בית חנניה,710
2570,2009,בית חשמונאי,1649
2571,2009,בית יהושע,863
2572,2009,בית יוסף,333
2573,2009,בית ינאי,379
2574,2009,בית יצחק-שער חפר,1791
2575,2009,בית לחם הגלילית,716
2576,2009,בית מאיר,647
2577,2009,בית נחמיה,800
2578,2009,בית ניר,303
2579,2009,בית נקופה,516
2580,2009,בית עובד,322
2581,2009,בית עוזיאל,547
2582,2009,בית עזרא,994
2583,2009,בית עריף,779
2584,2009,בית צבי,592
2585,2009,בית קמה,455
2586,2009,בית קשת,292
2587,2009,בית רבן,740
2588,2009,בית רימון,325
2589,2009,בית שאן,16800
2590,2009,בית שמש,76078
2591,2009,בית שערים,565
2592,2009,בית שקמה,695
2593,2009,ביתן אהרן,158
2594,2009,ביתר עילית,34829
2595,2009,בלפוריה,324
2596,2009,בן זכאי,716
2597,2009,בן עמי,653
2598,2009,בן שמן (כפר נוער),609
2599,2009,בן שמן (מושב),660
2600,2009,בני ברק,153321
2601,2008,אבו גוש,5949
2602,2008,אבו סנאן,11746
2603,2008,אבו קורינאת (יישוב),218
2604,2008,אבטין,2278
2605,2008,אבטליון,337
2606,2008,אביאל,573
2607,2008,אביבים,439
2608,2008,אביגדור,708
2609,2008,אביחיל,1241
2610,2008,אביטל,452
2611,2008,אביעזר,552
2612,2008,אבירים,213
2613,2008,אבן יהודה,9970
2614,2008,אבן מנחם,293
2615,2008,אבן ספיר,653
2616,2008,אבן שמואל,553
2617,2008,אבני איתן,463
2618,2008,אבני חפץ,1328
2619,2008,אבנת,-
2620,2008,אבשלום,257
2621,2008,אדורה,248
2622,2008,אדירים,215
2623,2008,אדמית,105
2624,2008,אדרת,542
2625,2008,אודים,835
2626,2008,אודם,103
2627,2008,אוהד,242
2628,2008,אום אל-פחם,43281
2629,2008,אום אל-קוטוף,836
2630,2008,אום בטין,851
2631,2008,אומן,450
2632,2008,אומץ,484
2633,2008,אופקים,24685
2634,2008,אור הגנוז,426
2635,2008,אור הנר,486
2636,2008,אור יהודה,31665
2637,2008,אור עקיבא,15811
2638,2008,אורה,969
2639,2008,אורון,-
2640,2008,אורות,467
2641,2008,אורטל,238
2642,2008,אורים,361
2643,2008,אורנים,207
2644,2008,אורנית,5987
2645,2008,אושה,364
2646,2008,אזור,10324
2647,2008,אזור תעסוקה מיתרים*,-
2648,2008,אזור תעסוקה משגב,-
2649,2008,אזור תעשייה אכזיב (מילואות),-
2650,2008,אזור תעשייה נעמן (מילואות),-
2651,2008,אחווה,253
2652,2008,אחוזם,416
2653,2008,אחוזת ברק,1380
2654,2008,אחיהוד,718
2655,2008,אחיטוב,858
2656,2008,אחיסמך,1157
2657,2008,אחיעזר,1405
2658,2008,איבים,-
2659,2008,אייל,429
2660,2008,איילת השחר,1193
2661,2008,אילון,891
2662,2008,אילון תבור*,-
2663,2008,אילות,285
2664,2008,אילנייה,493
2665,2008,אילת,46759
2666,2008,איתמר,750
2667,2008,איתן,393
2668,2008,איתנים,190
2669,2008,אכסאל,11843
2670,2008,אל סייד,235
2671,2008,אל -עזי,95
2672,2008,אל -עריאן,289
2673,2008,אל -רום,271
2674,2008,אלומה,547
2675,2008,אלומות,238
2676,2008,אלון הגליל,975
2677,2008,אלון מורה,1322
2678,2008,אלון שבות,3291
2679,2008,אלוני אבא,483
2680,2008,אלוני הבשן,286
2681,2008,אלוני יצחק,202
2682,2008,אלונים,528
2683,2008,אליכין,2791
2684,2008,אלי-עד,272
2685,2008,אליפז,65
2686,2008,אליפלט,486
2687,2008,אליקים,686
2688,2008,אלישיב,509
2689,2008,אלישמע,972
2690,2008,אלמגור,224
2691,2008,אלמוג,188
2692,2008,אלעד,31348
2693,2008,אלעזר,1547
2694,2008,אלפי מנשה,6164
2695,2008,אלקוש,349
2696,2008,אלקנה,3000
2697,2008,אמונים,736
2698,2008,אמירים,530
2699,2008,אמנון,341
2700,2008,אמציה,468
2701,2008,אניעם,462
2702,2008,אספר,263
2703,2008,אעבלין,11186
2704,2008,אפיק,216
2705,2008,אפיקים,974
2706,2008,אפעל-מרכז סמינריוני,-
2707,2008,אפק,427
2708,2008,אפרתה,8015
2709,2008,ארבל,408
2710,2008,ארגמן,170
2711,2008,ארז,341
2712,2008,אריאל,16613
2713,2008,ארסוף,155
2714,2008,אשבול,252
2715,2008,אשבל,53
2716,2008,אשדוד,207035
2717,2008,אשדות יעקב (איחוד),537
2718,2008,אשדות יעקב (מאוחד),349
2719,2008,אשחר,465
2720,2008,אשכולות,229
2721,2008,אשל הנשיא,398
2722,2008,אשלים,312
2723,2008,אשקלון,108895
2724,2008,אשרת,566
2725,2008,אשתאול,932
2726,2008,באקה-ג'ת*,32370
2727,2008,באר אורה,-
2728,2008,באר טוביה,774
2729,2008,באר יעקב,9592
2730,2008,באר מילכה,-
2731,2008,באר שבע,186119
2732,2008,בארות יצחק,395
2733,2008,בארותיים,681
2734,2008,בארי,787
2735,2008,בוסתן הגליל,473
2736,2008,בועיינה-נוג'ידאת,7977
2737,2008,בוקעאתא,5665
2738,2008,בורגתה,958
2739,2008,בחן,276
2740,2008,בטחה,687
2741,2008,"בי""ס אזורי מקיף (אשר)",-
2742,2008,ביצרון,1056
2743,2008,ביר אל-מכסור,7425
2744,2008,ביר הדאג',276
2745,2008,בירייה,782
2746,2008,בית אורן,324
2747,2008,בית אל,5288
2748,2008,בית אלעזרי,1203
2749,2008,בית אלפא,1131
2750,2008,בית אריה,3606
2751,2008,בית ברל,269
2752,2008,בית גוברין,271
2753,2008,בית גמליאל,952
2754,2008,בית ג'ן,10326
2755,2008,בית דגן,6022
2756,2008,בית הגדי,627
2757,2008,בית הלוי,587
2758,2008,בית הלל,615
2759,2008,בית העמק,438
2760,2008,בית הערבה,102
2761,2008,בית השיטה,862
2762,2008,בית זיד,229
2763,2008,בית זית,1259
2764,2008,בית זרע,685
2765,2008,בית חולים פוריה,-
2766,2008,בית חורון,979
2767,2008,בית חירות,689
2768,2008,בית חלקיה,536
2769,2008,בית חנן,583
2770,2008,בית חנניה,711
2771,2008,בית חשמונאי,1484
2772,2008,בית יהושע,809
2773,2008,בית יוסף,335
2774,2008,בית ינאי,394
2775,2008,בית יצחק-שער חפר,1739
2776,2008,בית לחם הגלילית,679
2777,2008,בית מאיר,618
2778,2008,בית נחמיה,772
2779,2008,בית ניר,291
2780,2008,בית נקופה,491
2781,2008,בית עובד,319
2782,2008,בית עוזיאל,529
2783,2008,בית עזרא,961
2784,2008,בית עריף,751
2785,2008,בית צבי,584
2786,2008,בית קמה,312
2787,2008,בית קשת,244
2788,2008,בית רבן,688
2789,2008,בית רימון,318
2790,2008,בית שאן,16573
2791,2008,בית שמש,72565
2792,2008,בית שערים,536
2793,2008,בית שקמה,687
2794,2008,ביתן אהרן,187
2795,2008,ביתר עילית,32182
2796,2008,בלפוריה,318
2797,2008,בן זכאי,701
2798,2008,בן עמי,597
2799,2008,בן שמן (כפר נוער),617
2800,2008,בן שמן (מושב),644
2801,2007,אבו גוש,5809
2802,2007,אבו סנאן,11533
2803,2007,אבו קורינאת (יישוב),-
2804,2007,אבטין,2221
2805,2007,אבטליון,329
2806,2007,אביאל,511
2807,2007,אביבים,439
2808,2007,אביגדור,679
2809,2007,אביחיל,1199
2810,2007,אביטל,449
2811,2007,אביעזר,546
2812,2007,אבירים,209
2813,2007,אבן יהודה,9711
2814,2007,אבן מנחם,303
2815,2007,אבן ספיר,654
2816,2007,אבן שמואל,565
2817,2007,אבני איתן,418
2818,2007,אבני חפץ,1247
2819,2007,אבנת,-
2820,2007,אבשלום,264
2821,2007,אדורה,220
2822,2007,אדירים,226
2823,2007,אדמית,96
2824,2007,אדרת,526
2825,2007,אודים,822
2826,2007,אודם,103
2827,2007,אוהד,227
2828,2007,אום אל-פחם,42211
2829,2007,אום אל-קוטוף,821
2830,2007,אום בטין,621
2831,2007,אומן,-
2832,2007,אומץ,452
2833,2007,אופקים,24447
2834,2007,אור הגנוז,408
2835,2007,אור הנר,475
2836,2007,אור יהודה,31255
2837,2007,אור עקיבא,15767
2838,2007,אורה,909
2839,2007,אורון,-
2840,2007,אורות,430
2841,2007,אורטל,243
2842,2007,אורים,382
2843,2007,אורנים,209
2844,2007,אורנית,5782
2845,2007,אושה,350
2846,2007,אזור,10213
2847,2007,אזור תעסוקה מיתרים*,-
2848,2007,אזור תעשייה אכזיב (מילואות),-
2849,2007,אזור תעשייה נעמן (מילואות),-
