year,city,population,count_age_precent,number_of_high_schools,number_of_bachelor_graduates_in_percent,number_of_high_school_graduates_in_percent,number_of_high_school_students,Registration_for_higher_education_within_8_years_in_percent,number_of_students_in_percent,number_of_self_employees,number_of_employees,employees_average_monthly_wage,employees_average_monthly_wage_change_in_percent,self_employees_average_monthly_wage,self_employees_average_monthly_wage_change_in_percent
2017,דאלית אל-כרמל,17200,32.89,..,64.9,22,555,13.2,14.3,755,7631,7730.35,9.31,7686.85,7.59
2017,דבורייה,10200,37.92,..,60.5,29,640,14.3,18.2,412,4089,6716.75,2.64,9324.34,3.86
2017,דייר אל-אסד,12100,39.28,..,71.9,28,536,12,14.4,374,5074,6899.07,7.7,9865.84,6.13
2017,דייר חנא,10100,37.34,..,81.2,31,497,13.7,16,309,4505,6457.86,4.67,8330.43,8.35
2017,דימונה,33700,30.29,10,58.6,23,1691,10.1,7.2,619,17380,9212.31,6.71,9296.34,12.15
2017,הוד השרון,61100,25.87,6,81.4,27,2661,51.9,15.3,2876,29146,14004.92,5.09,13306.73,4.64
2017,הר אדר,4100,32.56,..,91.5,0,0,57.5,15.1,165,1992,15096.73,2.92,17673.25,8.06
2017,הרצלייה,94000,23.23,10,75.1,26,3398,41.7,18.8,4262,43884,12333.64,5.45,12870.13,5.64
2017,זכרון יעקב,23000,31.66,6,74.8,24,1486,50.7,13.2,1017,10150,13898.9,4.35,11569.95,0.97
2017,זמר,6800,36.87,..,52,34,638,11.4,15.8,299,2859,6818.34,4.6,7668.81,3.38
2017,זרזיר,7800,39.64,..,42.1,27,424,8.4,9.1,145,3259,6153.73,10.55,10325.95,-2.94
2017,חדרה,94000,26.44,19,52.2,23,3776,20.1,9.5,3264,46781,8986.63,6.08,9557.19,4.81
2017,חולון,192600,24.18,22,64.3,24,6170,19.9,14,7256,90822,9425.2,5.07,10847.01,5.01
2017,חורה,20800,42.16,7,50.3,24,1735,9.5,10.6,186,4143,6112.06,6.66,8246.45,-2.77
2017,חורפיש,6200,36.83,..,74.2,27,350,20,20.7,235,2723,8112.14,12.77,6438,1.18
2017,חיפה,281100,24.85,47,62.8,24,12176,31.9,22.6,7775,128684,10136.09,4.82,11178.78,5.27
2017,חצור הגלילית,9100,33.22,4,34.3,27,850,12,7.8,257,4414,7340.72,8.95,8458.82,7.33
2017,חריש,3600,19.37,..,..,0,0,31.9,9.3,280,3863,8703.01,-1.14,8552.89,6.95
2017,טבריה,43700,29.92,15,43.4,21,2573,8.6,8.7,1167,20002,6688.11,7.71,8220.74,4.44
2017,טובא-זנגרייה,6500,38.22,..,35.1,27,265,5.7,7.8,131,2997,5939.42,6.08,10161.43,3.2
2017,טורעאן,13700,39.29,..,62.6,33,596,13.2,16,578,5437,6087.52,5.84,11887.34,1.57
2017,טייבה,42400,38.40,3,52.9,34,2488,11.9,16.3,1536,17035,6219.88,6.15,8043.29,6.38
2017,טירה,25700,36.97,7,43,25,1503,14.6,16.9,1178,11180,6763.1,6.33,8216.15,7.16
2017,טירת כרמל,21300,25.68,3,53.8,21,568,12.2,8.9,572,11079,8295.83,8.86,8978.43,4.22
2017,טמרה,33400,38.60,9,49.3,24,2211,10,15.9,952,13453,5887.57,7.46,9410,5.08
2017,יאנוח-ג'ת,6500,38.30,..,45.1,26,308,14.8,14.4,169,2916,7604.63,9.75,6970.95,11.62
2017,יבנאל,4300,32.66,..,17.1,15,121,14.9,5.8,141,1374,6530.6,7.19,7726.23,5.53
2017,יבנה,45500,25.47,8,65.8,24,1364,26.2,12.9,1583,22948,10119.55,6.05,11503.19,6.61
2017,יהוד,29700,26.92,3,68.7,27,1805,33.3,14.7,1226,14735,11540.21,4.12,12616.37,7.9
2017,יסוד המעלה,1700,30.00,..,..,0,0,44.4,8.3,132,2471,10495.93,8.89,14875.28,19.66
2017,יפיע,18700,37.75,4,60.3,25,1006,10.4,16.7,611,7575,6124.97,4.9,8848.24,2.55
2017,יקנעם עילית,22700,29.43,..,68.5,24,765,35.8,10.7,551,11939,11484.84,4.89,11311.08,7.96
2017,ירוחם,9500,33.26,3,51,21,466,18,10.4,144,4627,8341.6,8.19,10558.13,11.23
2017,ירושלים,901300,35.89,338,30.6,24,55922,14.7,10.2,19705,289914,7529.44,4.67,9266.77,4.6
2017,ירכא,16700,38.58,7,45.8,24,1151,11.3,14,577,6093,6977.41,9.44,8274.94,11.72
2017,כאבול,13600,38.44,..,60.6,28,585,13,16.8,329,4708,6421.18,7.67,7387.45,4.43
2017,כאוכב אבו אל-היג'א,3500,35.08,..,73.3,26,234,19.3,25.1,103,1614,7114.07,4.61,7172.34,4.57
2017,כוכב יאיר,8900,34.23,..,84.2,0,0,59.5,14.8,490,4987,14589.46,3.38,14957.1,2.27
2017,כסיפה,20300,41.96,4,50,26,1637,10.2,10.8,126,4353,6067.11,8.74,9336.77,13.56
2017,כסרא-סמיע,8500,39.94,..,59.3,20,427,12.4,12.8,230,3493,7477.72,9.25,6502.13,-0.58
2017,כעביה-טבאש-חג'אג'רה,5200,40.44,..,50,28,359,11.3,12.2,118,2318,6343.43,6.94,8067.45,6.58
2017,כפר ברא,3500,43.31,..,54,0,0,13.5,11.8,132,1465,6605.73,3.48,8256.16,-6.72
2017,כפר ורדים,5500,32.20,..,85,22,372,54.6,11.6,263,2790,13700.6,1.56,10633.96,4
2017,כפר יאסיף,9900,34.51,..,52.4,30,545,19.2,15.3,525,4561,7071.98,6.39,8413.7,8.84
2017,כפר יונה,22500,28.92,..,60.5,29,736,33.3,9.5,998,10443,11095.18,6.13,11474.75,4.81
2017,כפר כמא,3300,31.83,..,53.7,0,0,19.2,26.6,112,1578,8428.66,8.28,8844.62,0.85
2017,כפר כנא,22000,39.93,5,50,27,1585,9.4,14.2,669,8376,5589.56,5.29,9145.89,2.9
2017,כפר מנדא,19300,42.11,3,54.2,27,1220,9.6,9.4,593,6865,5268.58,4.85,9239.94,4.18
2017,כפר סבא,100000,22.91,13,72.1,26,4315,44.4,14.5,3945,47907,12609.41,5.19,12667.41,5.78
2017,כפר קאסם,22700,40.90,4,50.6,26,1535,10.7,13.9,907,9230,6107.36,5.37,7961.69,8.62
2017,כפר קרע,18300,37.50,6,54.2,26,1181,16.8,12.5,718,8309,7238.77,4.6,9007.06,2.43
2017,כפר שמריהו,1900,25.81,..,..,0,0,44.9,19,92,733,16694.21,6.64,13396.11,9.21
2017,כפר תבור,4100,30.22,..,84.4,0,0,50.8,14.5,194,2132,12928.82,6.32,12663.54,9.32
2017,כרמיאל,45900,26.44,11,63,20,1938,20,12.8,1213,23491,8959.23,6.11,9422.32,10.54
2017,להבים,6400,33.98,..,89,0,0,69.1,20.1,166,3317,16896.89,4.9,21871.11,2.38
2017,לוד,74600,29.96,18,40.8,24,4236,9.6,9.1,1628,33763,7443.14,4.85,8639.28,7.05
2017,לקיה,12900,41.90,3,39.9,27,940,8.6,9.2,147,4176,5797.15,6.57,9066.13,14.83
2017,מבשרת ציון,24400,28.47,3,75.3,23,1097,40.3,16,855,11615,12165.58,4.49,13065.99,10.11
2017,מגאר,22300,38.14,4,49.5,24,1140,11.9,14.5,672,8994,6617.64,10.76,8551.15,3.85
2017,מג'ד אל-כרום,15100,39.52,7,54.2,21,1067,8.6,14.3,451,6505,5907.14,5.46,9460.75,3.89
2017,מגדל,1900,29.99,..,..,0,0,18.9,11.2,161,3064,6022.64,8.59,7568.57,1.9
2017,מגדל העמק,25400,29.31,8,41.9,21,1325,11.6,7.9,492,12527,7504.04,7.02,8821.13,-0.24
2017,מג'דל שמס,10900,33.46,..,68.8,29,542,6.1,18.8,687,4236,5341.25,7.27,7361.85,13.05
2017,מודיעין עילית,70100,35.48,34,1.1,34,4898,3.2,2.2,988,14614,4914.89,6.35,5690.68,3.27
2017,מודיעין-מכבים-רעות*,91300,31.54,15,86,27,5230,52.3,15.5,3247,42069,14491.31,5.21,13375.47,4.71
2017,מזכרת בתיה,14200,29.81,..,86.2,28,653,50.9,15.6,334,3578,13320.39,4.06,11933.91,15.16
2017,מזרעה,3800,37.09,..,59.3,0,0,8.8,14,127,1889,6515.07,6.93,8405.96,11.51
2017,מטולה,1600,33.54,..,..,0,0,38,16,77,907,8977.07,5.91,11085.75,7.25
2017,מיתר,7700,31.98,..,88.8,29,432,60.7,13.2,253,4605,15582.4,4.28,14287.68,9.25
2017,מסעדה,3600,32.94,..,55.6,25,401,4.1,13.8,230,1422,5360.89,7.06,6706.76,7.02
2017,מעיליא,3200,29.50,..,94.1,26,359,27.1,27.6,130,1537,9191.36,2.34,10513.49,15.06
2017,מעלה אדומים,37800,33.44,8,69.3,22,2050,22.2,15.5,997,19348,9631.5,6.09,10827.87,6.8
2017,מעלה אפרים,1200,28.79,..,..,14,115,15,8.2,27,744,7351.77,7.49,8160.59,-0.63
2017,מעלה עירון,14600,40.79,..,40,28,788,9.6,11.1,417,5549,5906.9,4.19,9054.1,5.47
2017,מעלות-תרשיחא,21300,28.90,4,57.6,22,969,16.2,12.5,597,10949,8276.19,6.57,9250.32,1.72
2017,מצפה רמון,5200,38.38,..,49,24,339,20.5,8.8,133,2432,7254.25,12.01,8132.53,6.58
2017,משהד,8100,39.83,3,49.3,24,670,9.4,15.4,257,3170,5726.92,4.44,9684.21,5.51
2017,נהרייה,56100,25.74,8,56.8,25,1948,20.6,12.2,1654,28479,9650.2,4.59,11419.07,11.17
2017,נחף,12600,40.86,3,48.3,22,822,11.1,16.4,372,4898,5994.91,6.12,6609.18,-1.56
2017,נס ציונה,49100,26.10,7,79.3,27,1800,47.4,15.4,1787,22393,13501.67,4.01,13448.57,6.16
2017,נצרת,76600,36.11,23,49.6,25,6468,13,14.6,2607,31866,6609.83,4.97,9697.53,3.68
2017,נצרת עילית,40600,25.63,5,58.3,22,966,15.4,13.4,1070,21269,7516.91,4.1,9486.77,0.54
2017,נשר,23700,25.47,..,63.1,25,592,27.7,18.8,637,11681,10121.48,5.62,10634.59,6.08
2017,נתיבות,33800,34.57,14,38,22,1551,12.2,9.4,759,14832,6862.43,7.89,8854.18,2.79
2017,נתניה,214100,25.28,29,54.9,25,7846,20.5,12.5,7283,97576,8831.2,5.04,10013.43,3.71
2017,סאג'ור,4100,39.32,..,46.8,20,163,14.8,15.2,107,1967,7525.89,15.65,5635.67,10.76
2017,סביון*,3900,30.40,..,89.2,0,0,51.2,21.4,174,1890,17641.85,2.86,16706.59,0.12
2017,סח'נין,30500,36.65,5,49.2,28,1901,14,17.7,1036,12917,6482.92,5.07,8455.97,6.01
2017,ע'ג'ר,2600,38.66,..,55.6,23,136,8.9,15,68,1053,7236.32,3.08,7569.7,-11.77
2017,עומר,7600,27.69,..,83.3,31,376,59.6,16.5,243,3925,16675.38,4.18,15950.84,2.25
2017,עיילבון,5600,33.43,..,60.4,37,292,19.8,17.6,215,2548,7859.1,8.23,8811.22,2.47
2017,עילוט,7900,40.66,..,26.4,25,376,2.1,6.6,218,2754,5575.9,2.64,11426.07,1.28
2017,עין מאהל,12800,40.10,3,30.1,29,904,7.7,10.3,281,5257,5443.67,5.85,7698.49,3.15
2017,עין קנייא,2000,33.89,..,..,0,0,4,22.4,104,901,5987.09,6.79,6934.82,12.4
2017,עכו,48300,28.94,12,49.9,20,2339,11.5,11.9,1245,23480,7378.44,7.56,9794.74,3.49
2017,עמנואל,3400,36.78,..,14.3,21,82,4.4,3.1,48,1264,5056.58,7.86,5257.73,-6.2
2017,עספיא,12100,32.76,..,70.4,24,542,12.8,14,479,5377,8001.54,4.79,7461.86,10
2017,עפולה,49200,28.72,9,46.6,21,1898,14.6,11.6,1200,24910,7846.46,5.99,9675.04,6.17
2017,עראבה,25000,39.71,5,53.6,25,1454,14.8,15.1,791,9383,6318.47,3.33,9416.86,3.36
2017,ערד,25500,28.61,5,44.1,27,954,11.7,5,605,11504,7689.6,5.17,7756.2,6.42
2017,ערערה,24500,38.19,..,52,25,966,13.2,10.1,582,7967,6631.37,4.72,7726.96,4.19
2017,ערערה-בנגב,17000,44.34,4,17.6,23,1339,6.9,6.5,127,4049,5969.5,0.75,10910.47,-2.63
2017,פוריידיס,12900,37.08,4,43.2,26,773,7.6,8,403,5474,6101.02,5.54,8603.86,3.73
2017,פסוטה,3100,31.05,..,78,0,0,23.1,27.4,202,1519,8074.68,8.45,10634.31,12.38
2017,פקיעין (בוקייעה),5800,34.16,..,81.9,24,236,18.3,18.3,292,2600,7517.81,6.19,7544.47,3.7
2017,פרדס חנה-כרכור,41100,25.87,7,65,18,1064,38.1,8.9,2158,18647,10701.87,5.95,10655.83,7.89
2017,פרדסייה,5800,31.69,..,86.3,0,0,45,15.2,318,3368,12642.1,5.48,12764.88,9.87
2017,פתח תקווה,240400,24.88,49,65,24,10573,30.4,15,7756,117983,10559.9,5.41,11829.41,4.61
2017,צפת,35300,34.89,14,33,24,2020,13.5,10.8,800,12259,6214.4,6.16,7489.45,8.27
2017,קדומים,4500,32.34,..,73.3,21,457,52.3,19.4,120,1842,9535.02,9.74,9608.64,16.22
2017,קדימה-צורן,22000,30.88,..,79.1,35,312,47.4,11.2,1149,10334,13134.74,4.38,12362.96,-4.96
2017,קלנסווה,22400,39.73,4,45.1,29,1381,10.3,13.5,749,8673,6546.75,5.31,8316.36,4.21
2017,קצרין,7100,29.93,..,51.4,21,575,16,17.4,237,3603,7073.14,7.79,8247.83,5.72
2017,קריית אונו,39400,23.73,3,85.2,29,1775,54.2,18.5,1500,17677,14532.25,4.4,14648.89,4.57
2017,קריית ארבע,7300,36.32,..,55.8,19,428,24.4,21.6,122,3154,6481.88,9.1,9386.76,-3.21
2017,קריית אתא,57500,26.26,8,59,21,1771,18.5,11.5,1531,28174,8943.46,5.68,10241.9,7.11
2017,קריית ביאליק,39600,23.02,..,56.2,22,1314,23.5,10.8,996,19568,9450.17,5.5,10356.55,2.63
2017,קריית גת,53500,30.12,12,49.2,22,2336,11.4,8.9,1324,26498,7307.36,8.13,10144.48,5.35
2017,קריית טבעון,17700,25.28,3,78.9,21,812,53.2,14,776,7452,12608.18,3.38,11758.63,-0.25
2017,קריית ים,39700,22.14,3,47.1,23,925,11.9,9.9,870,19257,7865.33,5.44,8427.18,4.77
2017,קריית יערים,4800,39.86,..,8.8,31,278,13.2,8.7,160,1579,6106.94,4.79,10445.49,0.34
2017,קריית מוצקין,41400,22.77,4,63.6,27,1646,26.5,12.5,1089,21399,9959.58,5.66,11050.37,3.82
2017,קריית מלאכי,22300,32.40,7,56.2,19,902,9,8.7,602,11085,6649.35,8.14,8821.95,-3.09
2017,קריית עקרון,10900,29.08,..,70.5,28,167,13.9,9.1,402,5474,8217.02,7.67,9645.45,5
2017,קריית שמונה,22800,31.66,6,52.4,20,878,13.2,19.8,584,11772,7708.55,7.27,9461.95,1.6
2017,קרני שומרון,7400,35.14,..,67.6,28,255,33.6,17.6,217,3769,9240.53,7.37,9207.59,3.89
2017,ראמה,7600,34.38,3,64.7,25,929,19.4,18.8,337,3553,7562.92,9.09,7810.85,10.25
2017,ראש העין,50500,29.54,6,69.6,24,1678,30.6,12.4,1916,28266,10807.27,8.14,11291.89,7.73
2017,ראש פינה,3100,29.24,..,59.7,0,0,35.9,13.5,2067,23759,10954.04,4.2,12244.37,8.87
2017,ראשון לציון,249900,26.22,30,71.1,26,9801,24.3,15.6,9308,127413,10492.39,4.49,12011.48,5.46
2017,רהט,66800,43.86,10,37.1,26,3503,6.6,7.6,779,19600,5389.09,8.47,10392.84,5.35
2017,רחובות,138400,24.77,26,63.3,25,5642,36.2,14.9,4089,64903,10809.66,5.9,11118.12,6.08
2017,ריינה,18700,39.02,3,42.1,30,1113,7.5,11.3,517,6488,6110.75,6.5,9324.26,5.04
2017,רכסים,11800,39.70,8,4.8,20,761,7.2,4.4,178,3444,5540.47,5.87,6179.1,5.86
2017,רמלה,75700,28.88,14,44.5,21,3343,7.3,8.8,2303,35175,7563.26,6.29,9525.76,6.91
2017,רמת גן,156300,22.91,15,78.6,30,6376,39.1,19.1,6546,73271,11359.92,4.36,12315.42,6.09
2017,רמת השרון,46000,23.61,5,76.2,28,2820,53.3,17.1,2262,20299,14451.11,3.65,14523.21,3.05
2017,רמת ישי,7700,28.64,..,71.7,0,0,48.8,13,245,3796,12830.76,3.85,11261.95,7.08
2017,רעננה,72800,27.24,13,79.6,25,3657,42.3,18.1,3363,33797,12897.72,4.66,13675.88,4.67
2017,שבלי - אום אל-גנם,5900,37.24,..,41.5,24,342,9.8,13.5,202,2484,6563.92,5.28,9818.53,1.17
2017,שגב-שלום,9900,44.05,3,40.3,28,1268,6.2,4.9,81,2835,5412.12,6.1,7788.1,13.34
2017,שדרות,25100,30.81,4,61.1,18,660,14.7,13,667,13349,7790.99,7.98,10473.5,7.84
2017,שוהם,20900,37.80,..,86.6,30,1277,57,20,834,11081,15179.94,3.13,15495.02,4.54
2017,שלומי,6200,28.80,..,53.5,19,113,13.5,5.1,207,3260,8925.18,9.1,12219.97,13.91
2017,שעב,6800,39.20,..,49.6,25,329,8.5,14.4,188,2817,5720.73,2.44,7031.41,7.4
2017,שפרעם,41000,37.04,9,49.4,25,2259,9.7,11.9,1215,17138,6701.77,7.25,9028.51,0.16
2017,תל אביב -יפו,443900,23.05,64,65,22,13032,41.1,20.8,24249,232455,11606.02,5.13,12439.3,4.25
2017,תל מונד,12600,33.61,..,84.1,32,926,51.3,13.6,667,6103,14516.78,3.61,14192.15,3.12
2017,תל שבע,19700,44.19,5,22.2,27,1195,6.3,7.5,164,4927,5278.41,5.7,11368.6,-2.45
2016,אבו גוש,7100,37.20,3,35.8,16,377,10,20.8,132,2948,6591.09,5.56,7731.45,16.73
2016,אבו סנאן,13500,37.70,3,39.2,24,661,11,10.2,467,5086,6226.12,3.25,7941.96,0.52
2016,אבן יהודה,13500,27.00,4,71.7,29,1293,53.8,13.1,720,6049,13553.54,0.88,13119.36,2.1
2016,אום אל-פחם,53300,40.20,11,32.4,25.2,3729,7.3,10.5,1543,18114,5361,1.9,8354,6.76
2016,אופקים,26600,33.30,10,34.8,20.84,1396,9.6,6.8,253,3057,9264,-1.95,9282,2.2
2016,אור יהודה,36500,29.20,7,48.5,20.7,1159,12,12.4,1462,16944,7859,0.9,9921,4.84
2016,אור עקיבא,17600,26.70,6,60.2,20.21,788,11.6,9.1,616,9183,7343,3.7,8549,8.56
2016,אורנית,8700,29.60,..,78.8,0,0,45.8,16.8,481,4244,12728.87,-0.27,12128.11,9.42
2016,אזור,12600,25.30,..,49.1,0,0,19.9,11.4,606,5806,9128.5,0.91,10941.61,2.78
2016,אילת,50100,29.80,7,57.4,20.72,1844,10.2,6.7,2123,30531,7706,1.5,11035,3.25
2016,אכסאל,14000,39.80,4,42.8,24,927,11.8,10.3,584,5094,6317.64,4.43,10338.86,7.28
2016,אליכין,3400,30.50,..,56,0,0,25.7,14.2,199,4284,11889,1.45,14576,12.6
2016,אלעד,45900,36.90,27,19.7,26.07,2763,10.7,5.9,875,12216,6219,2,7601,2.91
2016,אלפי מנשה,7800,28.60,..,64.9,0,0,34.6,11.2,407,3833,11807.2,0.08,11196.44,1.47
2016,אלקנה,3900,33.40,..,94.4,28,365,66.2,52.9,104,1706,11151.11,-1.1,14017.6,2.77
2016,אעבלין,12800,37.30,4,54.5,25,1339,11.4,15.1,435,5101,6151.98,5.59,7398.92,3.7
2016,אפרת,8700,37.80,3,85,22,713,43.6,24.1,304,4145,9916.35,2.29,13078.97,-7.9
2016,אריאל,19200,33.70,..,61.4,23.8,476,20.9,41.8,552,10018,8538,2.9,8800,-1.71
2016,אשדוד,221600,29.10,49,48.5,23.93,11461,13.4,11.1,5687,99332,8068,1.4,9298,5.14
2016,אשקלון,134500,26.60,20,61,25.29,4704,17.2,11.9,3914,64679,7644,0.7,8987,1.45
2016,באקה אל-גרביה,28500,38.90,7,40.5,26.26,2521,11.1,15.4,995,10879,6401,3.9,9143,1.82
2016,באר יעקב,20400,25.80,5,41.8,22,1163,31,7.9,794,9962,10732.58,2.15,11837.98,9.06
2016,באר שבע,205800,27.80,32,52,23.55,8313,19.3,15.6,4188,95595,8347,1.2,9583,2.46
2016,בועיינה-נוג'ידאת,9300,40.90,..,37.8,28,653,9.6,14.9,193,3657,5453.69,2.17,7899.1,-7.56
2016,בוקעאתא,6400,35.20,..,44.2,26,129,5.2,11.7,296,2300,5304.52,6.25,6252.04,13.41
2016,ביר אל-מכסור,8900,38.40,..,32.4,30,541,6.4,7.6,165,3487,5733.17,2.43,7857.91,-5.16
2016,בית אל,6100,48.20,4,59.1,24,905,44.2,20.7,98,2312,7066.66,-0.24,8793.02,-1.5
2016,בית אריה,4800,30.70,..,66.7,0,0,28,11.3,235,2400,10631.45,0.19,11502.92,22.15
2016,בית ג'ן,11600,37.20,..,59.3,27,636,14.9,15.1,342,4972,6338.05,-2.13,6050.65,-4.36
2016,בית דגן,7100,31.60,..,68.2,0,0,23.9,14,308,3302,9820.6,0.54,10543.96,3.64
2016,בית שאן,17600,32.20,5,31.3,17.35,746,11.7,10.2,440,9124,6994,0.6,9971,8.15
2016,בית שמש,109800,36.20,49,27.2,23.38,6055,10.1,8.6,2001,31986,6682,2.2,8546,2.29
2016,ביתר עילית,51600,37.30,31,3.9,27.03,3325,4.9,5.3,719,13256,4780,2.9,6717,11.86
2016,בני ברק,189000,37.80,100,5.8,27.72,16384,6.3,2.7,2748,54655,5691,2.5,7957,-0.31
2016,"בני עי""ש",7000,25.80,..,55.7,0,0,10.6,10.9,183,3645,7539.78,1.1,7281.31,0.52
2016,בנימינה-גבעת עדה*,15200,28.90,..,79.6,25,784,58.4,10.4,777,6400,13552.23,0.26,12690.31,1.97
2016,"בסמ""ה",9200,40.80,..,48.2,26,687,10.9,13.3,258,3660,5759.74,3.05,7518.74,6.48
2016,בסמת טבעון,7600,39.10,..,38.5,33,333,7.7,10.2,182,3087,5894.37,4.42,7909.02,4.89
2016,בענה,8000,39.80,..,53.2,27,672,7.3,16.2,228,3106,4998.55,3.6,8475.74,9.86
2016,בת ים,128900,21.80,17,53.4,22.86,3726,8.9,9.2,4235,63579,7164,2.6,8568,3.38
2016,גבעת זאב,16900,32.10,..,37.8,5,5,22.4,12.2,549,7013,8531.63,2.63,9394.51,0.96
2016,גבעת שמואל,25500,29.10,..,80.3,29.83,537,56.8,30.2,869,10989,12520,0.9,15066,4.74
2016,גבעתיים,58500,21.10,5,84.9,28.9,2428,52.2,20,2765,27465,12434,2.4,12843,3.78
2016,ג'דיידה-מכר,20300,39.20,4,57.7,28,1109,8.5,12.2,545,8203,5661.6,4.16,8543.3,9.95
2016,גדרה,27000,30.50,6,70.9,26,1571,40.4,11.3,870,11151,11129.06,-2.42,11634.06,5.09
2016,ג'ולס,6200,37.30,..,44,26,306,17.3,16.3,144,2720,7251.59,-2.02,5290.26,8.39
2016,ג'לג'וליה,9600,39.90,..,57.5,33,490,9,14.3,322,3647,5190.86,3.43,7038.57,6.96
2016,גן יבנה,23100,34.20,3,71.9,26,1118,30.3,13.2,882,10856,10904.56,0.15,10805.09,3.48
2016,גני תקווה,17300,25.10,..,75.1,15,59,51.1,17.2,757,8247,13710.77,2.56,14365.03,5.86
2016,ג'סר א-זרקא,14200,40.30,..,15.7,28,704,1.9,3.9,111,5845,5076.17,4.76,7191.13,6.64
2016,ג'ש (גוש חלב),3100,31.20,..,66,22,172,23.5,23.4,189,1437,8039.93,4.46,9892.81,3.54
2016,ג'ת,11400,38.70,..,56,0,0,20.8,24.4,492,4865,7286.77,2.45,7934.59,1.48
2016,דאלית אל-כרמל,17000,33.20,..,51.5,23,644,13.2,14.3,742,7147,7058.02,0.37,7130.42,8.55
2016,דבורייה,10000,37.80,..,59.7,28,644,14.3,18.2,396,3755,6530.81,3.98,8959.67,8.78
2016,דייר אל-אסד,11900,39.40,..,62.2,27,505,12,14.4,364,4849,6392.74,4.11,9277.23,4.69
2016,דייר חנא,9900,37.60,..,75.8,30,476,13.7,16,293,4178,6157.56,4.49,7672.9,-7.64
2016,דימונה,33500,30.70,10,50.6,21.57,1661,10.1,7.2,616,16558,8616,4.9,8273,-1.74
2016,הוד השרון,58900,25.90,6,82.6,27.74,2608,51.9,15.3,2924,28174,13300,1.4,12691,2.63
2016,הר אדר,4000,32.20,..,84.2,0,0,57.5,15.1,182,1930,14639.6,-1.17,16322.6,4.37
2016,הרצלייה,93100,23.30,10,70.9,25.85,3386,41.7,18.8,4415,43006,11673,1.7,12159,0.43
2016,זכרון יעקב,22700,31.40,6,67.3,25,1586,50.7,13.2,1032,9783,13292.97,-0.98,11435.65,0.18
2016,זמר,6600,37.30,..,45.5,34,686,11.4,15.8,295,2701,6505.53,1.48,7403.21,6.92
2016,זרזיר,7600,39.80,..,41.8,28,388,8.4,9.1,135,2981,5555.53,-2.77,10617.32,24.03
2016,חדרה,91700,26.70,20,48.2,23.54,3719,20.1,9.5,3201,45455,8454,2.4,9101,3.55
2016,חולון,190800,24.30,20,62.3,24.57,6242,19.9,14,7440,89091,8953,2.2,10309,3.68
2016,חורה,20000,42.50,7,43.1,24,1678,9.5,10.6,172,3797,5718.92,0.96,8464.77,6.46
2016,חורפיש,6200,36.90,..,62.6,25,345,20,20.7,242,2510,7179.15,-6.63,6350.49,10.2
2016,חיפה,279600,24.90,46,62,25.16,12150,31.9,22.6,8086,125978,9651,1,10598,3.33
2016,חצור הגלילית,9000,33.40,4,34.5,25,802,12,7.8,257,4282,6724.42,-0.2,7865.76,7.19
2016,חריש,1400,21.20,..,..,0,0,31.9,9.3,169,2275,8786.05,-0.48,8130.39,7.83
2016,טבריה,43100,30.10,15,36.7,21.79,2593,8.6,8.7,1224,19374,6197,0,7855,16.61
2016,טובא-זנגרייה,6400,39.20,..,28.1,25,278,5.7,7.8,132,2817,5587.88,8.4,9826.96,10.54
2016,טורעאן,13500,39.40,..,63,33,587,13.2,16,551,5120,5740.27,3.36,11679.98,4.3
2016,טייבה,41600,38.20,3,51.1,32.99,2441,11.9,16.3,1471,16252,5848,0.8,7546,4.95
2016,טירה,25300,37.30,7,45.8,24.39,1512,14.6,16.9,1140,10731,6348,2.5,7652,2.73
2016,טירת כרמל,20300,26.50,3,56.8,20.04,561,12.2,8.9,541,10486,7606,3.9,8597,5.22
2016,טמרה,32800,38.30,9,43.3,24.23,2084,10,15.9,902,12786,5468,3.4,8937,8.28
2016,יאנוח-ג'ת,6400,38.50,..,50.5,24,289,14.8,14.4,161,2691,6915.53,-3.51,6232.51,4.13
2016,יבנאל,4200,32.80,..,30,12,96,14.9,5.8,142,1360,6080.4,-0.33,7306.83,2.81
2016,יבנה,44100,26.30,7,63.4,24.19,1306,26.2,12.9,1592,21953,9523,-0.5,10769,0.44
2016,יהוד,29300,26.80,3,62.8,27.33,1831,33.3,14.7,1264,14422,11061,0.8,11669,3.22
2016,יסוד המעלה,1700,29.40,..,..,0,0,44.4,8.3,143,2361,9620,-0.16,12407,8.15
2016,יפיע,18400,37.90,4,51.1,24,1025,10.4,16.7,579,7216,5826.95,3.27,8611.03,3.25
2016,יקנעם עילית,22000,29.40,..,64.2,26.15,706,35.8,10.7,566,11374,10927,1.9,10456,2.79
2016,ירוחם,9200,33.60,3,45.2,22,436,18,10.4,137,4356,7694.62,0.22,9473.14,5.2
2016,ירושלים,882700,35.90,335,31.8,24.06,55480,14.7,10.2,19777,276358,7179,1.4,8841,4.57
2016,ירכא,16600,38.40,7,51.3,25,1027,11.3,14,570,5541,6362.87,-1.36,7392.29,8.79
2016,כאבול,13400,38.40,..,61,27,566,13,16.8,295,4419,5951.98,2.78,7059.95,7.74
2016,כאוכב אבו אל-היג'א,3400,35.40,..,81.4,24,213,19.3,25.1,101,1521,6786.82,2.56,6845.38,5.47
2016,כוכב יאיר,9000,34.80,..,85.9,0,0,59.5,14.8,496,4937,14084.12,0.31,14595.81,9.28
