Years,שם יישוב,סמל היישוב,סך הכל,רכב פרטי,משאית סך הכל,משאית עד 4.0 טון עד 2008 משאית עד 3.5 טון החל ב- 2009,משאית מ - 4.1 עד 15.9 טון עד 2008 משאית מ - 3.6 עד 12.0 טון החל ב- 2009,משאית + 16.0 טון עד 2008 משאית + 12.1 טון החל ב- 2009,אוטובוס,מונית,אופנוע,רכב מיוחד,אוטובוס זעיר קיים מ - 1993
2008,חולון,6600,59903,45401,8344,7042,1109,193,89,1420,4381,78,190
2008,חצבה,13,330,163,151,143,8,-,-,-,16,-,-
2008,חפצי-בה,90,127,92,20,17,3,-,-,-,14,-,1
2008,חירות,162,528,368,136,124,8,4,-,-,24,-,-
2008,חיבת ציון,219,244,163,69,58,6,5,-,-,11,1,-
2008,חניתה,280,174,138,26,26,-,-,-,-,9,-,1
2008,חמדיה,343,102,81,12,11,1,-,-,-,9,-,-
2008,חפץ חיים,363,96,71,21,21,-,-,-,-,3,-,1
2008,חצב,700,486,265,196,117,54,25,-,4,19,-,2
2008,חמד,801,315,192,91,74,16,1,4,-,19,1,8
2008,חניאל,807,372,258,80,73,7,-,1,6,26,1,-
2008,חלץ,820,138,98,29,21,1,7,-,1,5,-,5
2008,חמאם,993,281,217,51,48,2,1,4,-,3,1,5
2008,חנתון,1257,88,74,13,12,1,-,-,-,1,-,-
2008,חלוץ,1272,98,83,13,13,-,-,-,-,2,-,-
2008,חצור הגלילית,2034,2226,1758,361,293,41,27,9,9,48,26,15
2008,חמרה,3609,70,44,23,23,-,-,-,-,2,-,1
2008,חיננית,3643,148,105,36,36,-,-,-,-,1,-,6
2008,חמדת,3646,28,21,6,6,-,-,-,-,1,-,-
2008,חיפה,4000,99671,83186,12990,11039,1042,909,265,518,2241,211,260
2008,חספין,4005,220,157,50,48,2,-,-,1,9,-,3
2008,טירת צבי,268,126,71,20,17,3,-,-,-,35,-,-
2008,חצרים,397,92,57,24,23,1,-,-,-,10,-,1
2008,חצור-אשדוד,406,168,132,28,28,-,-,-,1,7,-,-
2008,חרב לאת,422,277,221,40,34,6,-,-,1,13,-,2
2008,טל שחר,462,405,278,113,88,23,2,-,-,12,-,2
2008,טייבה (בעמק),497,328,236,90,78,8,4,-,-,1,-,1
2008,טורעאן,498,2817,1892,869,599,67,203,6,10,8,2,30
2008,טירת יהודה,663,426,267,118,91,17,10,-,-,30,2,9
2008,טובא-זנגרייה,962,1169,866,259,197,8,54,5,-,7,-,32
2008,חרוצים,1024,381,261,70,58,12,-,-,13,31,5,1
2008,טללים,1177,69,52,17,14,2,1,-,-,-,-,-
2008,טל-אל,1181,324,284,35,32,3,-,-,-,5,-,-
2008,חרשים,1209,72,57,14,13,1,-,-,-,1,-,-
2008,קציר-חריש,1247,1087,886,165,154,8,3,-,3,25,3,5
2008,טירת כרמל,2100,5028,4157,641,536,82,23,-,127,85,10,8
2008,טירה,2720,6907,4981,1658,1302,215,141,17,33,75,8,135
2008,טייבה,2730,9743,7185,2129,1769,137,223,77,66,38,16,232
2008,חרמש,3717,67,52,13,12,1,-,-,-,2,-,-
2008,חשמונאים,3770,746,561,165,164,1,-,-,-,13,-,7
2008,טבריה,6700,10394,8113,1579,1329,181,69,36,97,486,12,71
2008,יבנאל,46,886,600,236,188,31,17,1,3,39,-,7
2008,"יד רמב""ם",64,449,298,135,92,36,7,-,6,9,-,1
2008,יגור,96,296,140,64,54,9,1,-,-,90,2,-
2008,יד מרדכי,358,162,109,35,31,4,-,-,-,17,-,1
2008,טמרה (יזרעאל),547,293,219,42,39,2,1,15,-,1,-,16
2008,יד בנימין,577,533,378,136,130,6,-,-,-,11,-,8
2008,יד חנה,758,115,85,26,23,2,1,-,-,3,-,1
2008,יד נתן,775,164,115,45,32,11,2,-,1,3,-,-
2008,יגל,798,333,205,75,50,18,7,6,8,17,-,22
2008,יד השמונה,1134,34,24,6,6,-,-,1,-,3,-,-
2008,ידידה,1144,5,-,5,4,1,-,-,-,-,-,-
2008,יהל,1158,48,29,17,17,-,-,-,-,2,-,-
2008,טפחות,1214,108,69,37,25,5,7,-,-,1,-,1
2008,יבול,1232,172,101,60,59,1,-,-,-,8,-,3
2008,יאנוח-ג'ת,1295,1287,990,275,256,13,6,1,3,6,2,10
2008,יבנה,2660,11550,8875,2076,1665,319,92,45,108,349,6,91
2008,טנא,3743,179,141,32,31,1,-,-,2,2,-,2
2008,טלמון,3788,379,275,91,89,2,-,-,-,10,-,3
2008,טמרה,8900,7113,5513,1392,1210,142,40,29,37,78,6,58
2008,יהוד,9400,10499,8206,1481,1327,106,48,9,93,688,6,16
2008,יסוד המעלה,29,652,394,236,213,21,2,-,-,22,-,-
2008,יחיעם,409,119,93,21,19,2,-,-,-,4,-,1
2008,יסודות,440,78,48,27,25,2,-,-,-,1,-,2
2008,יזרעאל,452,133,112,17,16,1,-,-,-,3,-,1
2008,יפיע,499,4059,3077,894,765,95,34,3,23,15,9,38
2008,יסעור,575,99,81,15,13,2,-,-,-,3,-,-
2008,ינוב,753,405,264,128,87,40,1,-,-,10,1,2
2008,יערה,795,218,147,55,40,1,14,1,1,5,-,9
2008,יושיביה,803,76,46,26,23,3,-,-,2,2,-,-
2008,יכיני,811,194,124,56,38,8,10,2,2,4,-,6
2008,יטבתה,866,109,61,31,30,1,-,3,-,13,-,1
2008,יעף,1044,35,27,8,8,-,-,-,-,-,-,-
2008,יודפת,1112,198,151,46,45,1,-,-,-,1,-,-
2008,יעד,1138,219,183,29,29,-,-,-,-,6,-,1
2008,יובלים,1226,438,349,71,69,2,-,-,-,18,-,-
2008,יובל,2009,190,137,46,44,1,1,-,-,5,-,2
2008,ינון,2011,388,275,79,57,14,8,8,4,11,-,11
2008,יפית,3566,46,34,11,11,-,-,-,-,1,-,-
2008,"ייט""ב",3607,49,31,17,17,-,-,-,-,1,-,-
2008,יונתן,4007,127,93,28,25,2,1,-,1,5,-,-
2008,יפעת,134,227,166,29,29,-,-,-,-,32,-,-
2008,ירקונה,183,178,126,36,35,1,-,-,2,14,-,-
2008,יקנעם עילית,240,5537,4826,550,501,31,18,4,14,118,1,24
2008,יקנעם (מושבה),241,638,439,177,147,15,15,-,-,19,1,2
2008,יקום,417,302,222,47,26,10,11,-,-,33,-,-
2008,יפתח,453,155,128,18,17,1,-,-,-,9,-,-
2008,ירכא,502,3960,2818,969,809,59,101,21,55,41,16,40
2008,כאבול,504,2404,1920,374,327,36,11,28,10,29,1,42
2008,יראון,623,133,97,27,25,2,-,-,-,9,-,-
2008,ירחיב,718,272,196,61,43,10,8,-,1,13,-,1
2008,יציץ,759,294,208,73,66,6,1,-,4,4,5,-
2008,ישעי,805,188,151,28,27,1,-,-,1,6,-,2
2008,ישרש,828,366,255,91,72,11,8,-,1,18,-,1
2008,ירוחם,831,1641,1238,266,238,15,13,63,6,39,2,27
2008,ישע,916,186,96,81,59,10,12,-,-,8,-,1
2008,יתד,1227,171,113,50,46,1,3,-,-,4,-,4
2008,ירדנה,2026,145,106,36,22,3,11,-,-,3,-,-
2008,ירושלים,3000,162525,125038,24981,21201,2697,1083,1269,1849,6581,245,2562
2008,יקיר,3647,281,235,41,40,1,-,-,-,5,-,-
2008,יצהר,3749,149,102,45,42,3,-,-,-,1,-,1
2008,כנרת (קבוצה),57,208,143,39,28,7,4,-,-,26,-,-
2008,כנרת (מושבה),63,232,147,72,67,4,1,1,-,12,-,-
2008,כדורי,371,63,23,12,8,1,3,28,-,-,-,-
2008,כאוכב אבו אל-היג'א,505,812,689,100,84,9,7,3,10,3,-,7
2008,כברי,576,247,178,28,28,-,-,-,3,37,-,1
2008,כוכב מיכאל,824,288,206,69,52,12,5,-,4,9,-,-
2008,כיסופים,840,23,18,3,3,-,-,-,-,1,-,1
2008,כסיפה,1059,1347,748,457,415,17,25,7,11,2,-,122
2008,כליל,1183,142,99,38,36,2,-,-,-,4,-,1
2008,כמון,1201,175,133,36,36,-,-,-,-,5,-,1
2008,כחל,1210,148,108,38,38,-,-,-,-,2,-,-
2008,כוכב יאיר,1224,4289,3472,633,587,43,3,1,12,155,9,7
2008,כלנית,1229,108,59,44,21,7,16,-,-,4,-,1
2008,כורזים,1252,205,164,33,32,1,-,-,-,7,-,1
2008,כמהין,1291,53,24,27,27,-,-,-,-,2,-,-
2008,כמאנה,1331,231,196,31,31,-,-,-,2,-,-,2
2008,כנות,2006,105,49,56,38,18,-,-,-,-,-,-
2008,כוכב השחר,3564,262,191,59,59,-,-,-,-,8,-,4
2008,כוכב יעקב,3779,506,364,103,102,1,-,1,1,24,-,13
2008,כנף,4028,138,72,63,60,3,-,-,1,1,-,1
2008,כפר גלעדי,76,221,163,48,39,-,9,-,-,10,-,-
2008,כפר גדעון,106,72,39,24,22,1,1,-,-,5,-,4
2008,כפר ברוך,132,168,99,61,51,9,1,-,-,8,-,-
2008,"כפר ביל""ו",177,492,357,112,94,18,-,-,-,21,-,2
2008,כפר החורש,192,185,134,45,21,24,-,-,-,5,-,1
2008,כפר ביאליק,220,259,162,84,74,8,2,-,-,13,-,-
2008,כפר גליקסון,310,89,70,16,12,4,-,-,-,3,-,-
2008,כפר בלום,357,165,113,33,30,3,-,1,-,16,-,2
2008,כפר אוריה,364,196,117,75,55,12,8,-,-,4,-,-
2008,כפר גלים,427,33,29,3,3,-,-,-,-,-,-,1
2008,כפר ברא,633,789,480,280,203,31,46,4,10,2,-,13
2008,כפר אחים,690,238,164,69,60,8,1,-,-,4,1,-
2008,כפר דניאל,707,183,150,23,23,-,-,-,-,10,-,-
2008,כפר אביב,857,341,233,87,61,5,21,-,-,21,-,-
2008,כסלון,859,133,95,30,22,7,1,-,3,5,-,-
2008,כעביה-טבאש-חג'אג'רה,978,1038,772,230,219,8,3,7,-,14,-,15
2008,כסרא-סמיע,1296,1466,1204,221,203,13,5,-,11,8,1,21
2008,כפר בן נון,2010,235,176,43,42,1,-,-,1,15,-,-
2008,כפר אדומים,3638,816,608,147,144,3,-,-,1,58,-,2
2008,כפר האורנים,3796,604,484,90,87,1,2,3,-,27,-,-
2008,כפר חסידים א',112,296,190,92,80,9,3,1,-,10,-,3
2008,כפר הס,187,512,357,135,129,6,-,1,-,19,-,-
2008,כפר ויתקין,190,796,558,212,174,28,10,-,-,25,1,-
2008,כפר חיים,193,263,166,82,70,2,10,-,-,14,-,1
2008,"כפר הרא""ה",217,328,232,76,71,4,1,-,-,18,1,1
2008,כפר המכבי,254,115,75,27,25,1,1,7,-,5,-,1
2008,כפר חיטים,255,209,170,35,32,2,1,-,-,3,-,1
2008,כפר ורבורג,320,473,279,184,88,8,88,-,-,10,-,-
2008,כפר הנשיא,443,165,138,24,23,1,-,-,-,3,-,-
2008,כפר הנגיד,582,518,342,156,141,13,2,-,1,19,-,-
2008,כפר חושן,609,253,166,74,56,7,11,-,1,12,-,-
2008,כפר טרומן,673,397,225,137,86,47,4,-,-,33,-,2
2008,"כפר חב""ד",696,802,573,177,156,19,2,9,-,33,-,10
2008,כפר זיתים,786,161,122,23,21,2,-,-,2,12,-,2
2008,"כפר הרי""ף",888,318,220,89,66,8,15,-,2,3,1,3
2008,כפר חסידים ב',889,68,56,10,8,2,-,-,-,2,-,-
2008,כפר הנוער הדתי,890,20,18,2,2,-,-,-,-,-,-,-
2008,כפר ורדים,1263,2156,1859,239,229,9,1,-,1,56,-,1
2008,כפר חנניה,1297,166,133,25,24,-,1,-,-,7,-,1
2008,כפר חרוב,4004,78,57,20,19,1,-,-,-,1,-,-
2008,כפר יחזקאל,85,349,220,101,89,3,9,2,1,22,-,3
2008,"כפר מל""ל",98,210,133,62,58,3,1,-,-,13,1,1
2008,כפר סילבר,107,39,34,3,3,-,-,-,1,1,-,-
2008,כפר יהושע,140,404,229,160,132,25,3,-,-,15,-,-
2008,כפר יונה,168,5826,4635,859,782,45,32,1,38,275,2,16
2008,כפר יעבץ,170,220,145,67,60,6,1,-,-,8,-,-
2008,כפר ידידיה,233,315,217,77,72,5,-,-,-,21,-,-
2008,כפר מנחם,274,223,165,35,32,2,1,-,-,22,-,1
2008,כפר מסריק,297,99,73,15,15,-,-,-,-,11,-,-
2008,כפר נטר,316,460,298,112,100,12,-,2,-,21,-,27
2008,כפר סאלד,345,205,155,33,32,1,-,-,-,17,-,-
2008,כפר מונש,387,369,263,94,84,5,5,-,-,12,-,-
2008,כפר יאסיף,507,2902,2304,495,430,41,24,-,33,46,4,20
2008,כפר כמא,508,920,743,122,114,6,2,-,5,49,-,1
2008,כפר כנא,509,4473,3319,1003,806,113,84,51,15,21,5,59
2008,כפר מנדא,510,3193,2283,697,630,56,11,3,54,10,3,143
2008,כפר מצר,512,484,343,121,103,6,12,3,3,6,-,8
2008,כפר מרדכי,764,241,167,64,56,7,1,-,-,10,-,-
2008,כפר מימון,1095,221,143,71,69,1,1,-,-,5,-,2
2008,כפר סבא,6900,36586,30041,4855,4334,325,196,21,196,1332,36,105
2008,כפר תבור,47,1142,896,208,197,9,2,1,-,34,1,2
2008,כרם בן שמן,88,31,31,-,-,-,-,-,-,-,-,-
2008,כפר פינס,189,166,110,40,38,2,-,-,-,13,-,3
2008,כפר סירקין,249,539,348,157,129,24,4,-,3,30,-,1
2008,כפר שמריהו,267,1157,854,252,240,11,1,-,2,46,-,3
2008,כפר רופין,295,128,96,18,18,-,-,-,-,13,1,-
2008,כפר קיש,388,161,105,42,35,7,-,-,-,14,-,-
2008,כפר ראש הנקרה,579,333,265,45,45,-,-,-,1,21,-,1
2008,כפר שמאי,605,121,78,39,32,3,4,-,1,2,1,-
2008,כפר קאסם,634,4758,3243,1207,824,129,254,46,80,35,20,127
2008,כפר קרע,654,4407,3302,1006,809,103,94,19,10,18,2,50
2008,כרם בן זמרה,664,181,122,56,48,6,2,-,1,2,-,-
2008,כפר שמואל,743,329,236,78,67,11,-,-,1,14,-,-
2008,כפר עזה,845,212,162,22,21,1,-,-,-,28,-,-
2008,כפר עבודה,875,2,1,1,-,1,-,-,-,-,-,-
2008,כפר רוזנואלד (זרעית),1130,106,79,24,22,2,-,-,-,2,-,1
2008,כפר רות,1166,134,86,43,39,3,1,1,-,4,-,-
2008,כרכום,1285,217,168,45,40,2,3,-,-,4,-,-
2008,כפר עציון,3488,115,71,32,31,1,-,-,-,9,-,3
2008,כפר תפוח,3572,185,146,32,30,2,-,-,-,5,-,2
2008,לוזית,52,122,82,20,17,3,-,11,-,3,-,6
2008,להבות הבשן,380,181,136,34,33,-,1,-,-,11,-,-
2008,"כרם מהר""ל",580,296,226,64,62,2,-,-,-,5,-,1
2008,לביא,585,80,39,41,40,1,-,-,-,-,-,-
2008,לוחמי הגיטאות,595,135,105,15,15,-,-,-,-,15,-,-
2008,להבות חביבה,715,115,99,11,11,-,-,-,-,5,-,-
2008,כרמייה,768,241,168,52,50,-,2,-,-,19,-,2
2008,כרם יבנה (ישיבה),1094,48,42,5,5,-,-,-,-,-,-,1
2008,כרמיאל,1139,11866,9937,1342,1076,126,140,91,49,313,4,130
2008,לוטם,1171,148,109,38,37,1,-,-,-,1,-,-
2008,כרמים,1198,26,16,9,9,-,-,-,-,1,-,-
2008,לבון,1207,98,77,18,18,-,-,-,-,3,-,-
2008,לבנים,1230,142,105,29,26,3,-,-,-,3,-,5
2008,לוטן,1255,9,4,4,4,-,-,-,-,1,-,-
2008,כרמי יוסף,1264,942,750,158,150,7,1,1,3,28,-,2
2008,להבים,1271,2324,1970,237,203,17,17,58,5,47,2,5
2008,להב,2023,115,63,29,24,5,-,-,-,23,-,-
2008,כרמל,3656,89,63,25,25,-,-,-,-,1,-,-
2008,כרמי צור,3766,94,66,25,25,-,-,-,-,2,-,1
2008,לוד,7000,36901,32227,3763,3285,336,142,104,182,367,34,224
2008,לכיש,24,310,156,149,136,13,-,-,-,5,-,-
2008,מאיר שפיה,102,40,33,5,5,-,-,-,-,2,-,-
2008,מגאר,481,4439,3507,816,688,77,51,2,42,16,3,53
2008,שגור*,516,6670,5108,1363,1135,147,81,19,22,49,13,96
2008,מבקיעים,573,135,105,24,22,1,1,-,-,5,-,1
2008,לימן,674,275,181,78,72,5,1,-,-,16,-,-
2008,מגדים,689,417,283,118,93,17,8,-,1,14,-,1
2008,מבוא ביתר,771,134,106,22,21,-,1,-,-,6,-,-
2008,מבטחים,829,228,118,101,79,14,8,1,1,6,-,1
2008,מבשרת ציון,1015,9169,7744,996,888,55,53,18,101,265,16,29
2008,לקיה,1060,1425,916,420,366,15,39,8,2,5,1,73
2008,מבועים,1080,346,280,59,45,8,6,-,-,6,-,1
2008,מבוא מודיעים,1141,34,26,7,7,-,-,-,-,-,-,1
2008,לפידות,1173,78,52,17,16,1,-,-,-,7,-,2
2008,לפיד,1310,735,591,108,103,5,-,-,3,32,-,1
2008,מבואות ים,1318,11,10,1,1,-,-,-,-,-,-,-
2008,מאור,2055,400,296,79,72,6,1,-,-,20,2,3
2008,מבוא דותן,3569,107,80,20,19,1,-,-,-,6,-,1
2008,מבוא חורון,3709,287,213,61,60,1,-,-,-,6,-,7
2008,מבוא חמה,4204,107,77,24,24,-,-,-,-,5,-,1
2008,מגדל,65,484,340,121,110,10,1,1,6,11,2,3
2008,מוצא עילית,208,342,287,41,38,3,-,-,1,12,-,1
2008,מולדת,269,304,242,58,57,1,-,-,-,3,-,1
2008,מגל,375,183,156,19,18,1,-,-,-,7,1,-
2008,מגידו,586,154,127,23,22,1,-,-,-,3,-,1
2008,מזור,606,551,354,166,137,28,1,-,-,30,-,1
2008,מוקייבלה,635,679,451,147,119,22,6,36,-,7,-,38
2008,מגן,695,214,96,65,65,-,-,5,-,47,1,-
2008,מגשימים,722,508,278,176,158,18,-,-,1,49,1,3
2008,מגדל העמק,874,5858,4924,705,581,75,49,14,15,145,9,46
2008,מדרשת בן גוריון,1140,354,273,68,63,5,-,-,-,12,1,-
2008,מגן שאול,1155,160,110,37,31,5,1,-,-,12,-,1
2008,מורן,1163,100,80,20,19,1,-,-,-,-,-,-
2008,מורשת,1178,258,196,55,55,-,-,-,-,3,-,4
2008,מודיעין-מכבים-רעות*,1200,20522,17801,1904,1810,77,17,3,104,656,10,44
2008,מדרך עוז,2029,192,140,46,45,-,1,-,-,6,-,-
2008,מגדל עוז,3561,24,20,3,3,-,-,-,-,1,-,-
2008,מגדלים,3751,28,25,3,3,-,-,-,-,-,-,-
2008,מודיעין עילית,3797,1682,1284,313,307,6,-,5,1,50,-,29
2008,מג'דל שמס,4201,2731,1834,812,661,109,42,7,9,18,2,49
2008,מזכרת בתיה,28,3496,2792,535,441,44,50,-,26,139,2,2
2008,מטולה,43,709,514,165,135,26,4,2,1,22,1,4
2008,מזרע,104,168,107,30,23,7,-,-,-,31,-,-
2008,מלאה,164,117,71,34,28,5,1,1,-,10,-,1
2008,מחניים,308,107,92,14,13,1,-,-,-,1,-,-
2008,מכמורת,382,551,436,98,93,5,-,-,-,17,-,-
2008,מזרעה,517,856,650,171,148,16,7,-,5,25,-,5
2008,מירון,607,160,111,43,28,3,12,-,-,3,2,1
2008,מייסר,649,452,359,80,76,3,1,-,-,10,-,3
2008,מישר,731,254,180,65,48,16,1,-,-,8,-,1
2008,מחסיה,776,113,81,22,21,-,1,1,2,5,-,2
2008,מטע,822,248,188,48,46,2,-,-,1,10,-,1
2008,מי עמי,1128,96,79,16,16,-,-,-,-,1,-,-
2008,מכמנים,1202,107,77,22,21,1,-,-,-,5,-,3
2008,מיתר,1268,2591,2185,304,278,14,12,1,20,75,-,6
2008,מירב,1282,85,66,16,16,-,-,-,-,3,-,-
2008,מיטב,2054,174,117,53,44,3,6,-,-,4,-,-
2008,מחולה,3599,131,92,35,34,1,-,-,-,4,-,-
2008,מכורה,3614,57,42,13,13,-,-,-,-,2,-,-
2008,מיצר,4019,21,13,6,6,-,-,-,-,2,-,-
2008,מנחמיה,48,450,305,107,92,10,5,9,1,23,-,5
2008,מעברות,197,239,100,118,38,4,76,-,-,21,-,-
2008,מסדה,263,68,48,9,9,-,-,-,-,10,-,1
2008,מעוז חיים,272,113,76,29,28,1,-,-,-,8,-,-
2008,מסילות,298,115,67,31,29,2,-,-,-,16,-,1
2008,מנרה,347,79,57,20,20,-,-,-,-,2,-,-
2008,מלכייה,596,149,104,44,40,3,1,-,-,1,-,-
2008,מעגן,678,506,274,187,145,7,35,9,-,12,15,9
2008,מעגן מיכאל,694,253,167,74,73,1,-,-,-,12,-,-
2008,מסילת ציון,742,283,233,44,39,5,-,-,-,6,-,-
2008,מסלול,748,199,142,49,38,9,2,-,-,5,3,-
2008,מנשית זבדה,994,305,204,93,55,13,25,-,3,4,-,1
2008,מעגלים,1082,339,241,89,47,13,29,-,3,5,-,1
2008,מנוף,1174,205,172,28,28,-,-,-,-,5,-,-
2008,מנות,1205,123,98,21,18,3,-,-,-,4,-,-
2008,מסד,1258,128,96,29,24,5,-,-,-,3,-,-
2008,מנוחה,2030,151,84,64,35,6,23,-,2,1,-,-
2008,מלילות,2044,95,68,22,15,4,3,-,2,3,-,-
2008,מעון,3657,77,51,22,22,-,-,-,-,4,-,-
2008,מסעדה,4203,907,559,328,286,31,11,-,-,4,-,16
2008,מעש,230,412,284,87,83,4,-,8,-,30,1,2
2008,מעלה החמישה,286,107,90,14,13,1,-,-,-,3,-,-
2008,מעיין צבי,290,179,156,18,18,-,-,-,-,5,-,-
2008,מצובה,325,192,158,29,29,-,-,-,-,5,-,-
2008,מענית,344,219,140,37,32,5,-,-,-,41,-,1
2008,מעיין ברוך,416,149,126,15,14,1,-,-,1,7,-,-
2008,מעיליא,518,1058,792,243,222,14,7,-,5,12,1,5
2008,מעונה,570,285,197,77,52,7,18,-,-,11,-,-
2008,מפלסים,668,142,120,15,15,-,-,-,-,7,-,-
2008,מעלות-תרשיחא,1063,5552,4685,672,615,33,24,31,19,97,3,45
2008,מעלה גלבוע,1127,80,61,14,14,-,-,-,-,5,-,-
2008,מעלה עירון,1327,2804,1992,737,633,71,33,2,9,12,5,47
2008,מעלה אפרים,3608,394,296,74,66,5,3,1,-,21,-,2
2008,מעלה אדומים,3616,9233,7750,934,816,86,32,13,117,367,3,49
2008,מעלה שומרון,3637,198,140,46,43,3,-,-,-,12,-,-
2008,מעלה מכמש,3651,256,191,57,53,4,-,-,-,6,-,2
2008,מעלה עמוס,3653,38,29,8,8,-,-,-,-,-,-,1
2008,מצדות יהודה,3745,78,57,19,18,1,-,-,-,2,-,-
2008,מעלה לבונה,3752,77,50,24,24,-,-,-,-,1,-,2
2008,מעלה גמלא,4008,226,134,75,72,3,-,-,-,17,-,-
2008,מקווה ישראל,22,77,64,7,7,-,-,-,-,6,-,-
2008,מצפה,58,87,64,21,15,6,-,-,-,2,-,-
2008,מרחביה (קיבוץ),66,273,203,43,29,2,12,-,-,25,-,2
2008,מרחביה (מושב),97,307,194,104,94,10,-,-,-,9,-,-
2008,מצפה רמון,99,1088,836,205,199,3,3,2,-,34,-,11
2008,משגב עם,378,84,68,12,12,-,-,-,-,4,-,-
2008,משאבי שדה,421,76,56,8,7,1,-,-,-,12,-,-
2008,משהד,520,1567,972,541,365,63,113,4,13,5,2,30
2008,מצר,648,137,108,21,19,2,-,-,-,7,-,1
2008,מצליח,757,491,374,106,93,12,1,-,-,8,-,3
2008,משגב דב,765,270,202,56,43,11,2,-,-,11,-,1
2008,מרגליות,843,170,112,52,44,4,4,-,1,3,-,2
2008,מרכז שפירא,1098,529,426,87,74,9,4,-,1,7,-,8
2008,מצפה נטופה,1190,174,140,33,33,-,-,-,-,-,-,1
2008,"מצפה אבי""ב",1222,244,181,50,48,2,-,-,-,13,-,-
2008,מרחב עם,1340,35,25,9,9,-,-,-,-,1,-,-
2008,מצפה יריחו,3576,315,225,69,68,1,-,-,1,14,-,6
2008,משואה,3605,98,57,35,33,2,-,1,-,5,-,-
2008,מצפה שלם,3610,32,20,11,11,-,-,-,-,1,-,-
2008,מרום גולן,4101,225,159,54,49,1,4,-,1,11,-,-
2008,משמר העמק,130,133,79,43,41,-,2,-,-,11,-,-
2008,משמר השרון,194,129,115,8,7,1,-,-,-,6,-,-
2008,משמרות,213,105,92,5,5,-,-,-,-,8,-,-
2008,משמר הנגב,395,189,98,27,25,1,1,-,-,64,-,-
2008,נבטים,396,175,151,23,21,1,1,-,-,1,-,-
2008,נאות מרדכי,408,170,144,17,16,1,-,-,-,9,-,-
2008,משמרת,425,369,219,121,113,8,-,-,1,27,-,1
2008,נאעורה,524,514,313,189,147,10,32,-,2,5,-,5
2008,משמר דוד,563,62,51,5,4,1,-,-,-,6,-,-
2008,משואות יצחק,620,148,104,23,12,3,8,-,-,20,-,1
2008,משמר איילון,670,196,115,75,53,21,1,-,-,6,-,-
2008,משמר השבעה,729,536,301,199,165,29,5,-,4,30,-,2
2008,משמר הירדן,732,215,156,48,42,1,5,3,-,7,-,1
2008,משען,791,301,178,104,71,22,11,-,4,8,4,3
2008,נאות הכיכר,1124,138,79,41,41,-,-,-,-,18,-,-
2008,מתת,1184,52,31,20,19,1,-,-,-,1,-,-
2008,נאות סמדר,1197,15,11,3,2,1,-,-,-,-,-,1
2008,מתן,1315,1106,858,163,156,7,-,-,5,79,-,1
2008,מתתיהו,3648,43,28,14,13,1,-,-,-,-,-,1
2008,נאות גולן,4551,187,125,49,47,2,-,-,1,12,-,-
2008,נוגה,55,191,115,72,52,15,5,-,2,1,-,1
2008,נהלל,80,408,283,111,95,9,7,-,-,13,-,1
2008,נווה איתן,296,80,55,17,17,-,-,-,-,8,-,-
2008,נהורה,309,448,305,97,67,18,12,18,5,17,1,5
2008,נווה ים,312,86,60,18,15,3,-,-,-,8,-,-
2008,נגבה,315,162,135,18,18,-,-,-,-,8,-,1
2008,נווה אילן,405,153,116,28,20,8,-,-,1,5,3,-
2008,נווה אור,590,114,80,26,25,1,-,-,-,7,-,1
2008,נווה ימין,686,646,384,234,163,56,15,-,1,27,-,-
2008,נווה מבטח,827,269,187,72,62,9,1,-,-,9,-,1
2008,נווה ירק,858,628,423,166,140,24,2,14,3,21,1,-
2008,נווה זוהר,1057,41,19,14,11,-,3,3,1,2,1,1
2008,נווה מיכאל,1071,130,105,16,11,1,4,-,1,5,-,3
2008,נווה חריף,1279,31,22,7,7,-,-,-,-,2,-,-
2008,נווה זיו,1314,197,163,24,21,2,1,-,-,10,-,-
2008,נגוהות,3724,37,23,14,14,-,-,-,-,-,-,-
2008,נווה דניאל,3725,397,286,97,94,2,1,-,1,12,-,1
2008,"נווה אטי""ב",4303,109,61,41,37,4,-,-,-,6,-,1
2008,נוב,4304,187,113,65,61,2,2,-,-,8,-,1
2008,נהרייה,9100,15679,12694,1900,1597,152,151,123,54,842,14,52
2008,נועם,15,155,105,43,27,8,8,-,2,2,-,3
2008,נחושה,59,74,49,23,21,2,-,-,-,1,-,1
2008,נופך,257,131,93,32,23,7,2,-,-,5,1,-
2008,נחשולים,433,166,131,26,24,2,-,-,-,7,1,1
2008,נורדייה,447,837,648,145,114,9,22,-,-,43,-,1
2008,נחלים,449,406,305,84,74,8,2,-,1,14,-,2
2008,נחף,522,2084,1623,406,383,20,3,1,17,6,4,27
2008,נחשונים,705,181,100,66,59,7,-,-,-,15,-,-
2008,נחשון,777,147,124,15,15,-,-,-,-,8,-,-
2008,נחם,809,154,116,28,23,3,2,-,2,7,-,1
2008,נחל עוז,844,89,78,4,4,-,-,-,-,5,2,-
2008,נצרת עילית,1061,11037,9528,1224,1064,136,24,25,33,170,5,52
2008,נווה שלום,1259,82,70,10,10,-,-,-,-,2,-,-
2008,נופית,1284,1015,850,136,128,8,-,-,1,28,-,-
2008,נוף איילון,1333,452,339,102,102,-,-,-,-,11,-,-
2008,נחלה,2045,147,109,31,25,4,2,1,1,2,-,3
2008,חלמיש,3573,280,220,43,43,-,-,-,-,14,-,3
2008,נוקדים,3726,223,162,44,43,1,-,-,-,13,-,4
